2_time1(ch1),2_voltage1(ch1),3_time1(ch1),3_voltage1(ch1),4_time1(ch1),4_voltage1(ch1),5_time1(ch1),5_voltage1(ch1),6_time1(ch1),6_voltage1(ch1),7_time1(ch1),7_voltage1(ch1)
-0.0000001468,0.02,-0.0000000644,1.36,-0.0000000644,0,-0.0000001468,-0.008,-0.0000001468,-0.008,-0.0000001468,0.0048
-0.0000001466,0.02,-0.0000000643,1.36,-0.0000000643,0.008,-0.0000001466,-0.008,-0.0000001466,-0.008,-0.0000001466,0.0056
-0.0000001464,0.02,-0.0000000642,1.36,-0.0000000642,0.008,-0.0000001464,-0.008,-0.0000001464,-0.008,-0.0000001464,0.0056
-0.0000001462,0.02,-0.0000000641,1.36,-0.0000000641,0.008,-0.0000001462,0,-0.0000001462,-0.008,-0.0000001462,0.0056
-0.000000146,0.02,-0.000000064,1.36,-0.000000064,0.008,-0.000000146,0,-0.000000146,-0.008,-0.000000146,0.0056
-0.0000001458,0.02,-0.0000000639,1.36,-0.0000000639,0.008,-0.0000001458,0,-0.0000001458,-0.008,-0.0000001458,0.0064
-0.0000001456,0,-0.0000000638,1.36,-0.0000000638,0.008,-0.0000001456,0.008,-0.0000001456,-0.008,-0.0000001456,0.0064
-0.0000001454,0,-0.0000000637,1.36,-0.0000000637,0.008,-0.0000001454,0.008,-0.0000001454,-0.008,-0.0000001454,0.0064
-0.0000001452,0,-0.0000000636,1.36,-0.0000000636,0.008,-0.0000001452,0.016,-0.0000001452,-0.008,-0.0000001452,0.0064
-0.000000145,0,-0.0000000635,1.36,-0.0000000635,0.008,-0.000000145,0.016,-0.000000145,-0.008,-0.000000145,0.0064
-0.0000001448,0,-0.0000000634,1.36,-0.0000000634,0.008,-0.0000001448,0.016,-0.0000001448,-0.008,-0.0000001448,0.0064
-0.0000001446,0,-0.0000000633,1.36,-0.0000000633,0.008,-0.0000001446,0.016,-0.0000001446,-0.008,-0.0000001446,0.0064
-0.0000001444,0,-0.0000000632,1.34,-0.0000000632,0.008,-0.0000001444,0.016,-0.0000001444,-0.008,-0.0000001444,0.0064
-0.0000001442,0,-0.0000000631,1.34,-0.0000000631,0.008,-0.0000001442,0.016,-0.0000001442,0,-0.0000001442,0.0064
-0.000000144,0,-0.000000063,1.34,-0.000000063,0.008,-0.000000144,0.008,-0.000000144,0,-0.000000144,0.0064
-0.0000001438,0.02,-0.0000000629,1.34,-0.0000000629,0.008,-0.0000001438,0.008,-0.0000001438,0,-0.0000001438,0.0064
-0.0000001436,0.02,-0.0000000628,1.34,-0.0000000628,0.008,-0.0000001436,0.008,-0.0000001436,0,-0.0000001436,0.0064
-0.0000001434,0.02,-0.0000000627,1.34,-0.0000000627,0.008,-0.0000001434,0.008,-0.0000001434,0,-0.0000001434,0.0056
-0.0000001432,0.02,-0.0000000626,1.34,-0.0000000626,0.008,-0.0000001432,0.008,-0.0000001432,0.008,-0.0000001432,0.0056
-0.000000143,0.04,-0.0000000625,1.34,-0.0000000625,0.008,-0.000000143,0,-0.000000143,0.008,-0.000000143,0.0056
-0.0000001428,0.04,-0.0000000624,1.32,-0.0000000624,0.008,-0.0000001428,0,-0.0000001428,0.008,-0.0000001428,0.0056
-0.0000001426,0.02,-0.0000000623,1.32,-0.0000000623,0.008,-0.0000001426,0,-0.0000001426,0.008,-0.0000001426,0.0056
-0.0000001424,0.02,-0.0000000622,1.32,-0.0000000622,0.008,-0.0000001424,0,-0.0000001424,0.008,-0.0000001424,0.0056
-0.0000001422,0.02,-0.0000000621,1.3,-0.0000000621,0.008,-0.0000001422,0,-0.0000001422,0.008,-0.0000001422,0.0056
-0.000000142,0.02,-0.000000062,1.3,-0.000000062,0,-0.000000142,0,-0.000000142,0,-0.000000142,0.0056
-0.0000001418,0.02,-0.0000000619,1.28,-0.0000000619,0,-0.0000001418,-0.008,-0.0000001418,0,-0.0000001418,0.0056
-0.0000001416,0.02,-0.0000000618,1.28,-0.0000000618,0,-0.0000001416,-0.008,-0.0000001416,-0.008,-0.0000001416,0.0064
-0.0000001414,0.02,-0.0000000617,1.28,-0.0000000617,0,-0.0000001414,0,-0.0000001414,-0.008,-0.0000001414,0.0064
-0.0000001412,0.02,-0.0000000616,1.26,-0.0000000616,0,-0.0000001412,0,-0.0000001412,-0.008,-0.0000001412,0.0072
-0.000000141,0.02,-0.0000000615,1.26,-0.0000000615,0,-0.000000141,0,-0.000000141,-0.008,-0.000000141,0.008
-0.0000001408,0.04,-0.0000000614,1.24,-0.0000000614,0,-0.0000001408,0,-0.0000001408,-0.008,-0.0000001408,0.008
-0.0000001406,0.04,-0.0000000613,1.24,-0.0000000613,0,-0.0000001406,0,-0.0000001406,-0.008,-0.0000001406,0.0088
-0.0000001404,0.04,-0.0000000612,1.22,-0.0000000612,0,-0.0000001404,0,-0.0000001404,-0.008,-0.0000001404,0.0088
-0.0000001402,0.04,-0.0000000611,1.22,-0.0000000611,0,-0.0000001402,0.008,-0.0000001402,0,-0.0000001402,0.0088
-0.00000014,0.04,-0.000000061,1.2,-0.000000061,0,-0.00000014,0.008,-0.00000014,0,-0.00000014,0.0088
-0.0000001398,0.04,-0.0000000609,1.2,-0.0000000609,0,-0.0000001398,0.008,-0.0000001398,0,-0.0000001398,0.0088
-0.0000001396,0.04,-0.0000000608,1.18,-0.0000000608,0,-0.0000001396,0.008,-0.0000001396,0,-0.0000001396,0.0088
-0.0000001394,0.04,-0.0000000607,1.18,-0.0000000607,0,-0.0000001394,0.016,-0.0000001394,0.008,-0.0000001394,0.008
-0.0000001392,0.04,-0.0000000606,1.16,-0.0000000606,0,-0.0000001392,0.016,-0.0000001392,0.008,-0.0000001392,0.0072
-0.000000139,0.04,-0.0000000605,1.16,-0.0000000605,0,-0.000000139,0.016,-0.000000139,0,-0.000000139,0.0064
-0.0000001388,0.06,-0.0000000604,1.14,-0.0000000604,0,-0.0000001388,0.008,-0.0000001388,0,-0.0000001388,0.0056
-0.0000001386,0.06,-0.0000000603,1.14,-0.0000000603,0,-0.0000001386,0.008,-0.0000001386,0,-0.0000001386,0.0056
-0.0000001384,0.06,-0.0000000602,1.14,-0.0000000602,0.008,-0.0000001384,0.008,-0.0000001384,0,-0.0000001384,0.0048
-0.0000001382,0.06,-0.0000000601,1.12,-0.0000000601,0.008,-0.0000001382,0.008,-0.0000001382,0,-0.0000001382,0.0048
-0.000000138,0.06,-0.00000006,1.12,-0.00000006,0.008,-0.000000138,0,-0.000000138,0,-0.000000138,0.0048
-0.0000001378,0.06,-0.0000000599,1.12,-0.0000000599,0.008,-0.0000001378,0,-0.0000001378,-0.008,-0.0000001378,0.0048
-0.0000001376,0.04,-0.0000000598,1.12,-0.0000000598,0.008,-0.0000001376,0,-0.0000001376,-0.008,-0.0000001376,0.0048
-0.0000001374,0.04,-0.0000000597,1.1,-0.0000000597,0.008,-0.0000001374,0,-0.0000001374,0,-0.0000001374,0.0048
-0.0000001372,0.02,-0.0000000596,1.1,-0.0000000596,0.008,-0.0000001372,0,-0.0000001372,0,-0.0000001372,0.0048
-0.000000137,0.02,-0.0000000595,1.1,-0.0000000595,0.008,-0.000000137,0,-0.000000137,0,-0.000000137,0.0056
-0.0000001368,0.02,-0.0000000594,1.08,-0.0000000594,0.016,-0.0000001368,0,-0.0000001368,0,-0.0000001368,0.0056
-0.0000001366,0.02,-0.0000000593,1.08,-0.0000000593,0.016,-0.0000001366,0,-0.0000001366,0,-0.0000001366,0.0064
-0.0000001364,0.02,-0.0000000592,1.06,-0.0000000592,0.016,-0.0000001364,0,-0.0000001364,0,-0.0000001364,0.0064
-0.0000001362,0.02,-0.0000000591,1.06,-0.0000000591,0.016,-0.0000001362,0.008,-0.0000001362,0.008,-0.0000001362,0.0064
-0.000000136,0.02,-0.000000059,1.04,-0.000000059,0.008,-0.000000136,0,-0.000000136,0.008,-0.000000136,0.0064
-0.0000001358,0.04,-0.0000000589,1.04,-0.0000000589,0.008,-0.0000001358,0,-0.0000001358,0.008,-0.0000001358,0.0064
-0.0000001356,0.04,-0.0000000588,1.02,-0.0000000588,0.008,-0.0000001356,0,-0.0000001356,0.008,-0.0000001356,0.0064
-0.0000001354,0.04,-0.0000000587,1.02,-0.0000000587,0.008,-0.0000001354,0,-0.0000001354,0.008,-0.0000001354,0.0064
-0.0000001352,0.04,-0.0000000586,1,-0.0000000586,0.008,-0.0000001352,0,-0.0000001352,0.008,-0.0000001352,0.0056
-0.000000135,0.04,-0.0000000585,1,-0.0000000585,0.008,-0.000000135,-0.008,-0.000000135,0,-0.000000135,0.0056
-0.0000001348,0.06,-0.0000000584,0.98,-0.0000000584,0.008,-0.0000001348,-0.008,-0.0000001348,0,-0.0000001348,0.0056
-0.0000001346,0.06,-0.0000000583,0.96,-0.0000000583,0.008,-0.0000001346,-0.008,-0.0000001346,-0.008,-0.0000001346,0.0056
-0.0000001344,0.06,-0.0000000582,0.96,-0.0000000582,0.008,-0.0000001344,-0.008,-0.0000001344,-0.008,-0.0000001344,0.0048
-0.0000001342,0.06,-0.0000000581,0.94,-0.0000000581,0.008,-0.0000001342,0,-0.0000001342,-0.008,-0.0000001342,0.0048
-0.000000134,0.06,-0.000000058,0.94,-0.000000058,0.008,-0.000000134,0,-0.000000134,-0.008,-0.000000134,0.004
-0.0000001338,0.06,-0.0000000579,0.92,-0.0000000579,0.008,-0.0000001338,0,-0.0000001338,-0.008,-0.0000001338,0.004
-0.0000001336,0.04,-0.0000000578,0.9,-0.0000000578,0,-0.0000001336,0.008,-0.0000001336,-0.008,-0.0000001336,0.004
-0.0000001334,0.04,-0.0000000577,0.9,-0.0000000577,0,-0.0000001334,0.008,-0.0000001334,-0.008,-0.0000001334,0.004
-0.0000001332,0.02,-0.0000000576,0.88,-0.0000000576,0,-0.0000001332,0.016,-0.0000001332,0,-0.0000001332,0.004
-0.000000133,0.02,-0.0000000575,0.88,-0.0000000575,0.008,-0.000000133,0.016,-0.000000133,0,-0.000000133,0.004
-0.0000001328,0.02,-0.0000000574,0.86,-0.0000000574,0.008,-0.0000001328,0.016,-0.0000001328,0,-0.0000001328,0.004
-0.0000001326,0.02,-0.0000000573,0.86,-0.0000000573,0.008,-0.0000001326,0.016,-0.0000001326,0,-0.0000001326,0.004
-0.0000001324,0,-0.0000000572,0.84,-0.0000000572,0.008,-0.0000001324,0.016,-0.0000001324,0,-0.0000001324,0.0032
-0.0000001322,0.02,-0.0000000571,0.84,-0.0000000571,0.008,-0.0000001322,0.016,-0.0000001322,0,-0.0000001322,0.0032
-0.000000132,0.02,-0.000000057,0.82,-0.000000057,0.008,-0.000000132,0.008,-0.000000132,-0.008,-0.000000132,0.0032
-0.0000001318,0.02,-0.0000000569,0.82,-0.0000000569,0.008,-0.0000001318,0.008,-0.0000001318,-0.008,-0.0000001318,0.0032
-0.0000001316,0.02,-0.0000000568,0.8,-0.0000000568,0.008,-0.0000001316,0,-0.0000001316,-0.008,-0.0000001316,0.0032
-0.0000001314,0.02,-0.0000000567,0.8,-0.0000000567,0.008,-0.0000001314,0,-0.0000001314,-0.008,-0.0000001314,0.0032
-0.0000001312,0.02,-0.0000000566,0.78,-0.0000000566,0.008,-0.0000001312,0,-0.0000001312,-0.008,-0.0000001312,0.0032
-0.000000131,0.02,-0.0000000565,0.78,-0.0000000565,0.008,-0.000000131,-0.008,-0.000000131,-0.008,-0.000000131,0.0032
-0.0000001308,0.02,-0.0000000564,0.76,-0.0000000564,0.008,-0.0000001308,-0.008,-0.0000001308,-0.008,-0.0000001308,0.0032
-0.0000001306,0.02,-0.0000000563,0.74,-0.0000000563,0.016,-0.0000001306,-0.008,-0.0000001306,-0.008,-0.0000001306,0.004
-0.0000001304,0.02,-0.0000000562,0.74,-0.0000000562,0.016,-0.0000001304,-0.008,-0.0000001304,-0.008,-0.0000001304,0.004
-0.0000001302,0.02,-0.0000000561,0.72,-0.0000000561,0.016,-0.0000001302,-0.008,-0.0000001302,0,-0.0000001302,0.004
-0.00000013,0.02,-0.000000056,0.72,-0.000000056,0.016,-0.00000013,-0.008,-0.00000013,0,-0.00000013,0.0048
-0.0000001298,0.04,-0.0000000559,0.7,-0.0000000559,0.008,-0.0000001298,-0.016,-0.0000001298,0,-0.0000001298,0.0048
-0.0000001296,0.04,-0.0000000558,0.68,-0.0000000558,0.008,-0.0000001296,-0.016,-0.0000001296,0.008,-0.0000001296,0.0056
-0.0000001294,0.04,-0.0000000557,0.68,-0.0000000557,0.008,-0.0000001294,-0.008,-0.0000001294,0.008,-0.0000001294,0.0056
-0.0000001292,0.04,-0.0000000556,0.66,-0.0000000556,0.008,-0.0000001292,-0.008,-0.0000001292,0.016,-0.0000001292,0.0056
-0.000000129,0.04,-0.0000000555,0.66,-0.0000000555,0.008,-0.000000129,-0.008,-0.000000129,0.016,-0.000000129,0.0056
-0.0000001288,0.04,-0.0000000554,0.64,-0.0000000554,0.008,-0.0000001288,-0.008,-0.0000001288,0.016,-0.0000001288,0.0056
-0.0000001286,0.02,-0.0000000553,0.64,-0.0000000553,0.008,-0.0000001286,-0.008,-0.0000001286,0.016,-0.0000001286,0.0056
-0.0000001284,0.02,-0.0000000552,0.62,-0.0000000552,0.008,-0.0000001284,-0.008,-0.0000001284,0.016,-0.0000001284,0.0056
-0.0000001282,0.02,-0.0000000551,0.62,-0.0000000551,0,-0.0000001282,0,-0.0000001282,0.016,-0.0000001282,0.0056
-0.000000128,0.02,-0.000000055,0.6,-0.000000055,0,-0.000000128,0,-0.000000128,0.016,-0.000000128,0.0056
-0.0000001278,0.02,-0.0000000549,0.6,-0.0000000549,0,-0.0000001278,0,-0.0000001278,0.016,-0.0000001278,0.0056
-0.0000001276,0.02,-0.0000000548,0.58,-0.0000000548,0,-0.0000001276,0,-0.0000001276,0.016,-0.0000001276,0.0064
-0.0000001274,0,-0.0000000547,0.58,-0.0000000547,0,-0.0000001274,0,-0.0000001274,0.016,-0.0000001274,0.0064
-0.0000001272,0,-0.0000000546,0.56,-0.0000000546,0,-0.0000001272,0,-0.0000001272,0.016,-0.0000001272,0.0072
-0.000000127,0.02,-0.0000000545,0.56,-0.0000000545,0,-0.000000127,0,-0.000000127,0.016,-0.000000127,0.008
-0.0000001268,0.02,-0.0000000544,0.54,-0.0000000544,0,-0.0000001268,0,-0.0000001268,0.008,-0.0000001268,0.008
-0.0000001266,0.02,-0.0000000543,0.54,-0.0000000543,0,-0.0000001266,0,-0.0000001266,0.008,-0.0000001266,0.0088
-0.0000001264,0.02,-0.0000000542,0.52,-0.0000000542,0,-0.0000001264,0,-0.0000001264,0.008,-0.0000001264,0.0088
-0.0000001262,0.02,-0.0000000541,0.52,-0.0000000541,0,-0.0000001262,0.008,-0.0000001262,0.008,-0.0000001262,0.0088
-0.000000126,0.02,-0.000000054,0.52,-0.000000054,0,-0.000000126,0.008,-0.000000126,0,-0.000000126,0.0088
-0.0000001258,0.04,-0.0000000539,0.5,-0.0000000539,0,-0.0000001258,0.008,-0.0000001258,0,-0.0000001258,0.0088
-0.0000001256,0.02,-0.0000000538,0.5,-0.0000000538,0,-0.0000001256,0.008,-0.0000001256,-0.008,-0.0000001256,0.0088
-0.0000001254,0.02,-0.0000000537,0.48,-0.0000000537,0.008,-0.0000001254,0.016,-0.0000001254,-0.008,-0.0000001254,0.008
-0.0000001252,0.02,-0.0000000536,0.48,-0.0000000536,0.008,-0.0000001252,0.016,-0.0000001252,-0.008,-0.0000001252,0.008
-0.000000125,0.02,-0.0000000535,0.48,-0.0000000535,0.008,-0.000000125,0.008,-0.000000125,-0.008,-0.000000125,0.0072
-0.0000001248,0.02,-0.0000000534,0.46,-0.0000000534,0.008,-0.0000001248,0.008,-0.0000001248,-0.008,-0.0000001248,0.0072
-0.0000001246,0.02,-0.0000000533,0.46,-0.0000000533,0.008,-0.0000001246,0.008,-0.0000001246,-0.008,-0.0000001246,0.0072
-0.0000001244,0,-0.0000000532,0.44,-0.0000000532,0.016,-0.0000001244,0.008,-0.0000001244,-0.008,-0.0000001244,0.0072
-0.0000001242,0,-0.0000000531,0.44,-0.0000000531,0.016,-0.0000001242,0.008,-0.0000001242,0,-0.0000001242,0.008
-0.000000124,0.02,-0.000000053,0.44,-0.000000053,0.016,-0.000000124,0.008,-0.000000124,0,-0.000000124,0.008
-0.0000001238,0.02,-0.0000000529,0.42,-0.0000000529,0.016,-0.0000001238,0.008,-0.0000001238,0,-0.0000001238,0.0088
-0.0000001236,0.02,-0.0000000528,0.42,-0.0000000528,0.016,-0.0000001236,0.008,-0.0000001236,0,-0.0000001236,0.0096
-0.0000001234,0.02,-0.0000000527,0.4,-0.0000000527,0.016,-0.0000001234,0.008,-0.0000001234,0,-0.0000001234,0.0096
-0.0000001232,0.02,-0.0000000526,0.4,-0.0000000526,0.016,-0.0000001232,0.008,-0.0000001232,0.008,-0.0000001232,0.0096
-0.000000123,0.02,-0.0000000525,0.4,-0.0000000525,0.016,-0.000000123,0,-0.000000123,0.008,-0.000000123,0.0096
-0.0000001228,0.04,-0.0000000524,0.38,-0.0000000524,0.016,-0.0000001228,0,-0.0000001228,0.008,-0.0000001228,0.0096
-0.0000001226,0.04,-0.0000000523,0.38,-0.0000000523,0.016,-0.0000001226,-0.008,-0.0000001226,0.008,-0.0000001226,0.0096
-0.0000001224,0.04,-0.0000000522,0.36,-0.0000000522,0.016,-0.0000001224,-0.008,-0.0000001224,0.016,-0.0000001224,0.0096
-0.0000001222,0.04,-0.0000000521,0.36,-0.0000000521,0.016,-0.0000001222,-0.008,-0.0000001222,0.016,-0.0000001222,0.0096
-0.000000122,0.04,-0.000000052,0.36,-0.000000052,0.008,-0.000000122,-0.008,-0.000000122,0.016,-0.000000122,0.0096
-0.0000001218,0.04,-0.0000000519,0.34,-0.0000000519,0.008,-0.0000001218,-0.008,-0.0000001218,0.008,-0.0000001218,0.0096
-0.0000001216,0.04,-0.0000000518,0.34,-0.0000000518,0.008,-0.0000001216,-0.008,-0.0000001216,0.008,-0.0000001216,0.0096
-0.0000001214,0.04,-0.0000000517,0.32,-0.0000000517,0.008,-0.0000001214,-0.008,-0.0000001214,0.008,-0.0000001214,0.0096
-0.0000001212,0.04,-0.0000000516,0.32,-0.0000000516,0.008,-0.0000001212,0,-0.0000001212,0.008,-0.0000001212,0.0096
-0.000000121,0.04,-0.0000000515,0.32,-0.0000000515,0.008,-0.000000121,0,-0.000000121,0,-0.000000121,0.0096
-0.0000001208,0.04,-0.0000000514,0.3,-0.0000000514,0.008,-0.0000001208,0,-0.0000001208,0,-0.0000001208,0.0096
-0.0000001206,0.02,-0.0000000513,0.3,-0.0000000513,0.008,-0.0000001206,0,-0.0000001206,0,-0.0000001206,0.0104
-0.0000001204,0.02,-0.0000000512,0.28,-0.0000000512,0.008,-0.0000001204,0,-0.0000001204,0,-0.0000001204,0.0104
-0.0000001202,0,-0.0000000511,0.28,-0.0000000511,0.008,-0.0000001202,0.008,-0.0000001202,0,-0.0000001202,0.0104
-0.00000012,0,-0.000000051,0.26,-0.000000051,0,-0.00000012,0.008,-0.00000012,-0.008,-0.00000012,0.0104
-0.0000001198,0,-0.0000000509,0.26,-0.0000000509,0,-0.0000001198,0.008,-0.0000001198,-0.008,-0.0000001198,0.0112
-0.0000001196,-0.02,-0.0000000508,0.26,-0.0000000508,0,-0.0000001196,0.008,-0.0000001196,-0.008,-0.0000001196,0.0112
-0.0000001194,-0.02,-0.0000000507,0.24,-0.0000000507,0,-0.0000001194,0.008,-0.0000001194,-0.008,-0.0000001194,0.0104
-0.0000001192,-0.02,-0.0000000506,0.24,-0.0000000506,0,-0.0000001192,0.008,-0.0000001192,-0.008,-0.0000001192,0.0104
-0.000000119,-0.02,-0.0000000505,0.24,-0.0000000505,0,-0.000000119,0,-0.000000119,-0.008,-0.000000119,0.0104
-0.0000001188,0,-0.0000000504,0.22,-0.0000000504,0,-0.0000001188,0,-0.0000001188,-0.008,-0.0000001188,0.0104
-0.0000001186,0,-0.0000000503,0.22,-0.0000000503,0.008,-0.0000001186,0,-0.0000001186,-0.008,-0.0000001186,0.0104
-0.0000001184,0,-0.0000000502,0.22,-0.0000000502,0.008,-0.0000001184,0,-0.0000001184,-0.008,-0.0000001184,0.0104
-0.0000001182,0,-0.0000000501,0.22,-0.0000000501,0.008,-0.0000001182,0,-0.0000001182,0,-0.0000001182,0.0104
-0.000000118,0,-0.00000005,0.22,-0.00000005,0.008,-0.000000118,-0.008,-0.000000118,0,-0.000000118,0.0104
-0.0000001178,0.02,-0.0000000499,0.2,-0.0000000499,0.008,-0.0000001178,-0.008,-0.0000001178,0,-0.0000001178,0.0112
-0.0000001176,0.02,-0.0000000498,0.2,-0.0000000498,0.008,-0.0000001176,-0.008,-0.0000001176,0,-0.0000001176,0.0112
-0.0000001174,0.02,-0.0000000497,0.2,-0.0000000497,0.016,-0.0000001174,-0.008,-0.0000001174,0,-0.0000001174,0.0104
-0.0000001172,0.02,-0.0000000496,0.2,-0.0000000496,0.016,-0.0000001172,0,-0.0000001172,0.008,-0.0000001172,0.0104
-0.000000117,0.02,-0.0000000495,0.2,-0.0000000495,0.016,-0.000000117,0,-0.000000117,0.008,-0.000000117,0.0104
-0.0000001168,0.02,-0.0000000494,0.18,-0.0000000494,0.016,-0.0000001168,0,-0.0000001168,0.008,-0.0000001168,0.0096
-0.0000001166,0.02,-0.0000000493,0.18,-0.0000000493,0.016,-0.0000001166,0.008,-0.0000001166,0.008,-0.0000001166,0.0096
-0.0000001164,0.02,-0.0000000492,0.18,-0.0000000492,0.024,-0.0000001164,0.008,-0.0000001164,0.008,-0.0000001164,0.0088
-0.0000001162,0.02,-0.0000000491,0.18,-0.0000000491,0.024,-0.0000001162,0.016,-0.0000001162,0.008,-0.0000001162,0.0088
-0.000000116,0.02,-0.000000049,0.18,-0.000000049,0.024,-0.000000116,0.016,-0.000000116,0.008,-0.000000116,0.0088
-0.0000001158,0.02,-0.0000000489,0.16,-0.0000000489,0.024,-0.0000001158,0.016,-0.0000001158,0.008,-0.0000001158,0.0088
-0.0000001156,0.02,-0.0000000488,0.16,-0.0000000488,0.024,-0.0000001156,0.016,-0.0000001156,0.008,-0.0000001156,0.0088
-0.0000001154,0.02,-0.0000000487,0.16,-0.0000000487,0.024,-0.0000001154,0.016,-0.0000001154,0.008,-0.0000001154,0.0088
-0.0000001152,0.02,-0.0000000486,0.16,-0.0000000486,0.024,-0.0000001152,0.016,-0.0000001152,0.008,-0.0000001152,0.0096
-0.000000115,0.02,-0.0000000485,0.16,-0.0000000485,0.024,-0.000000115,0.008,-0.000000115,0.008,-0.000000115,0.0096
-0.0000001148,0.04,-0.0000000484,0.14,-0.0000000484,0.024,-0.0000001148,0.008,-0.0000001148,0.008,-0.0000001148,0.0104
-0.0000001146,0.04,-0.0000000483,0.14,-0.0000000483,0.024,-0.0000001146,0.008,-0.0000001146,0.008,-0.0000001146,0.0112
-0.0000001144,0.04,-0.0000000482,0.14,-0.0000000482,0.024,-0.0000001144,0.008,-0.0000001144,0.008,-0.0000001144,0.0112
-0.0000001142,0.04,-0.0000000481,0.14,-0.0000000481,0.024,-0.0000001142,0.008,-0.0000001142,0.008,-0.0000001142,0.0112
-0.000000114,0.04,-0.000000048,0.14,-0.000000048,0.016,-0.000000114,0,-0.000000114,0,-0.000000114,0.0112
-0.0000001138,0.04,-0.0000000479,0.14,-0.0000000479,0.016,-0.0000001138,0,-0.0000001138,0,-0.0000001138,0.012
-0.0000001136,0.02,-0.0000000478,0.14,-0.0000000478,0.016,-0.0000001136,0,-0.0000001136,0,-0.0000001136,0.012
-0.0000001134,0.02,-0.0000000477,0.14,-0.0000000477,0.016,-0.0000001134,0,-0.0000001134,0,-0.0000001134,0.012
-0.0000001132,0.02,-0.0000000476,0.14,-0.0000000476,0.016,-0.0000001132,0,-0.0000001132,0,-0.0000001132,0.012
-0.000000113,0.02,-0.0000000475,0.14,-0.0000000475,0.016,-0.000000113,0,-0.000000113,0,-0.000000113,0.0128
-0.0000001128,0.02,-0.0000000474,0.14,-0.0000000474,0.016,-0.0000001128,0,-0.0000001128,-0.008,-0.0000001128,0.0128
-0.0000001126,0.02,-0.0000000473,0.12,-0.0000000473,0.016,-0.0000001126,0,-0.0000001126,-0.008,-0.0000001126,0.0128
-0.0000001124,0.02,-0.0000000472,0.12,-0.0000000472,0.016,-0.0000001124,0,-0.0000001124,0,-0.0000001124,0.012
-0.0000001122,0.02,-0.0000000471,0.12,-0.0000000471,0.016,-0.0000001122,0,-0.0000001122,0,-0.0000001122,0.012
-0.000000112,0.02,-0.000000047,0.12,-0.000000047,0.016,-0.000000112,0,-0.000000112,0,-0.000000112,0.0112
-0.0000001118,0.02,-0.0000000469,0.12,-0.0000000469,0.016,-0.0000001118,-0.008,-0.0000001118,0,-0.0000001118,0.0104
-0.0000001116,0.02,-0.0000000468,0.12,-0.0000000468,0.016,-0.0000001116,-0.008,-0.0000001116,0,-0.0000001116,0.0104
-0.0000001114,0.02,-0.0000000467,0.12,-0.0000000467,0.016,-0.0000001114,0,-0.0000001114,0,-0.0000001114,0.0096
-0.0000001112,0.02,-0.0000000466,0.12,-0.0000000466,0.016,-0.0000001112,0,-0.0000001112,0.008,-0.0000001112,0.0096
-0.000000111,0.02,-0.0000000465,0.12,-0.0000000465,0.016,-0.000000111,0,-0.000000111,0.008,-0.000000111,0.0096
-0.0000001108,0.02,-0.0000000464,0.12,-0.0000000464,0.016,-0.0000001108,0,-0.0000001108,0.008,-0.0000001108,0.0096
-0.0000001106,0.02,-0.0000000463,0.12,-0.0000000463,0.016,-0.0000001106,0.008,-0.0000001106,0.008,-0.0000001106,0.0096
-0.0000001104,0.02,-0.0000000462,0.12,-0.0000000462,0.016,-0.0000001104,0.008,-0.0000001104,0.016,-0.0000001104,0.0096
-0.0000001102,0.02,-0.0000000461,0.12,-0.0000000461,0.008,-0.0000001102,0.016,-0.0000001102,0.016,-0.0000001102,0.0096
-0.00000011,0.02,-0.000000046,0.12,-0.000000046,0.008,-0.00000011,0.016,-0.00000011,0.008,-0.00000011,0.0096
-0.0000001098,0.04,-0.0000000459,0.12,-0.0000000459,0.008,-0.0000001098,0.016,-0.0000001098,0.008,-0.0000001098,0.0096
-0.0000001096,0.04,-0.0000000458,0.12,-0.0000000458,0.008,-0.0000001096,0.016,-0.0000001096,0.008,-0.0000001096,0.0104
-0.0000001094,0.04,-0.0000000457,0.12,-0.0000000457,0.008,-0.0000001094,0.024,-0.0000001094,0,-0.0000001094,0.0096
-0.0000001092,0.04,-0.0000000456,0.12,-0.0000000456,0,-0.0000001092,0.024,-0.0000001092,0,-0.0000001092,0.0096
-0.000000109,0.04,-0.0000000455,0.12,-0.0000000455,0,-0.000000109,0.024,-0.000000109,-0.008,-0.000000109,0.0096
-0.0000001088,0.04,-0.0000000454,0.1,-0.0000000454,0,-0.0000001088,0.024,-0.0000001088,-0.008,-0.0000001088,0.0096
-0.0000001086,0.02,-0.0000000453,0.1,-0.0000000453,0,-0.0000001086,0.024,-0.0000001086,-0.008,-0.0000001086,0.0096
-0.0000001084,0.02,-0.0000000452,0.1,-0.0000000452,0,-0.0000001084,0.024,-0.0000001084,-0.008,-0.0000001084,0.0088
-0.0000001082,0.02,-0.0000000451,0.08,-0.0000000451,0,-0.0000001082,0.024,-0.0000001082,-0.008,-0.0000001082,0.0088
-0.000000108,0.02,-0.000000045,0.08,-0.000000045,0,-0.000000108,0.016,-0.000000108,-0.016,-0.000000108,0.0088
-0.0000001078,0.02,-0.0000000449,0.08,-0.0000000449,0,-0.0000001078,0.008,-0.0000001078,-0.016,-0.0000001078,0.0088
-0.0000001076,0.02,-0.0000000448,0.08,-0.0000000448,0,-0.0000001076,0.008,-0.0000001076,-0.016,-0.0000001076,0.0096
