2_time1(ch1),2_voltage1(ch1),3_time1(ch1),3_voltage1(ch1),4_time1(ch1),4_voltage1(ch1),5_time1(ch1),5_voltage1(ch1),6_time1(ch1),6_voltage1(ch1),7_time1(ch1),7_voltage1(ch1)
-0.0000000318,0.96,-0.0000000069,0.84,-0.0000000069,0.712,-0.0000000318,0,-0.0000000318,0,-0.0000000318,0.0096
-0.0000000316,0.94,-0.0000000068,0.86,-0.0000000068,0.728,-0.0000000316,0,-0.0000000316,0,-0.0000000316,0.0104
-0.0000000314,0.92,-0.0000000067,0.88,-0.0000000067,0.744,-0.0000000314,0,-0.0000000314,0,-0.0000000314,0.0104
-0.0000000312,0.9,-0.0000000066,0.9,-0.0000000066,0.76,-0.0000000312,0.008,-0.0000000312,0.008,-0.0000000312,0.0104
-0.000000031,0.88,-0.0000000065,0.92,-0.0000000065,0.776,-0.000000031,0.008,-0.000000031,0.008,-0.000000031,0.0104
-0.0000000308,0.86,-0.0000000064,0.94,-0.0000000064,0.792,-0.0000000308,0.008,-0.0000000308,0.008,-0.0000000308,0.0104
-0.0000000306,0.84,-0.0000000063,0.94,-0.0000000063,0.808,-0.0000000306,0.008,-0.0000000306,0.008,-0.0000000306,0.0104
-0.0000000304,0.82,-0.0000000062,0.96,-0.0000000062,0.824,-0.0000000304,0.008,-0.0000000304,0.008,-0.0000000304,0.0104
-0.0000000302,0.82,-0.0000000061,0.98,-0.0000000061,0.832,-0.0000000302,0.008,-0.0000000302,0.008,-0.0000000302,0.0104
-0.00000003,0.8,-0.000000006,1,-0.000000006,0.848,-0.00000003,0,-0.00000003,0.008,-0.00000003,0.0104
-0.0000000298,0.8,-0.0000000059,1.02,-0.0000000059,0.864,-0.0000000298,0,-0.0000000298,0.008,-0.0000000298,0.0104
-0.0000000296,0.78,-0.0000000058,1.02,-0.0000000058,0.88,-0.0000000296,-0.008,-0.0000000296,0.008,-0.0000000296,0.0104
-0.0000000294,0.78,-0.0000000057,1.04,-0.0000000057,0.888,-0.0000000294,-0.008,-0.0000000294,0.008,-0.0000000294,0.0104
-0.0000000292,0.76,-0.0000000056,1.06,-0.0000000056,0.904,-0.0000000292,-0.008,-0.0000000292,0.008,-0.0000000292,0.0104
-0.000000029,0.74,-0.0000000055,1.08,-0.0000000055,0.92,-0.000000029,-0.008,-0.000000029,0.008,-0.000000029,0.0104
-0.0000000288,0.74,-0.0000000054,1.08,-0.0000000054,0.936,-0.0000000288,-0.008,-0.0000000288,0,-0.0000000288,0.0104
-0.0000000286,0.72,-0.0000000053,1.1,-0.0000000053,0.952,-0.0000000286,-0.008,-0.0000000286,0,-0.0000000286,0.0112
-0.0000000284,0.68,-0.0000000052,1.12,-0.0000000052,0.968,-0.0000000284,-0.008,-0.0000000284,0,-0.0000000284,0.0112
-0.0000000282,0.66,-0.0000000051,1.14,-0.0000000051,0.984,-0.0000000282,0,-0.0000000282,0.008,-0.0000000282,0.0104
-0.000000028,0.64,-0.000000005,1.16,-0.000000005,1,-0.000000028,0,-0.000000028,0.008,-0.000000028,0.0104
-0.0000000278,0.62,-0.0000000049,1.18,-0.0000000049,1.016,-0.0000000278,0.008,-0.0000000278,0.016,-0.0000000278,0.0104
-0.0000000276,0.6,-0.0000000048,1.18,-0.0000000048,1.032,-0.0000000276,0.016,-0.0000000276,0.024,-0.0000000276,0.0104
-0.0000000274,0.58,-0.0000000047,1.2,-0.0000000047,1.048,-0.0000000274,0.016,-0.0000000274,0.024,-0.0000000274,0.0096
-0.0000000272,0.56,-0.0000000046,1.22,-0.0000000046,1.064,-0.0000000272,0.024,-0.0000000272,0.032,-0.0000000272,0.0096
-0.000000027,0.54,-0.0000000045,1.24,-0.0000000045,1.08,-0.000000027,0.016,-0.000000027,0.024,-0.000000027,0.0096
-0.0000000268,0.52,-0.0000000044,1.24,-0.0000000044,1.096,-0.0000000268,0.016,-0.0000000268,0.016,-0.0000000268,0.0096
-0.0000000266,0.5,-0.0000000043,1.26,-0.0000000043,1.112,-0.0000000266,0.008,-0.0000000266,0.008,-0.0000000266,0.0096
-0.0000000264,0.48,-0.0000000042,1.26,-0.0000000042,1.128,-0.0000000264,0,-0.0000000264,0,-0.0000000264,0.0088
-0.0000000262,0.44,-0.0000000041,1.28,-0.0000000041,1.136,-0.0000000262,0,-0.0000000262,0,-0.0000000262,0.0088
-0.000000026,0.44,-0.000000004,1.28,-0.000000004,1.152,-0.000000026,-0.008,-0.000000026,-0.008,-0.000000026,0.0088
-0.0000000258,0.42,-0.0000000039,1.3,-0.0000000039,1.168,-0.0000000258,-0.016,-0.0000000258,-0.008,-0.0000000258,0.0088
-0.0000000256,0.4,-0.0000000038,1.3,-0.0000000038,1.184,-0.0000000256,-0.016,-0.0000000256,-0.008,-0.0000000256,0.0096
-0.0000000254,0.38,-0.0000000037,1.32,-0.0000000037,1.192,-0.0000000254,-0.016,-0.0000000254,-0.008,-0.0000000254,0.0096
-0.0000000252,0.38,-0.0000000036,1.32,-0.0000000036,1.208,-0.0000000252,-0.016,-0.0000000252,0,-0.0000000252,0.0104
-0.000000025,0.36,-0.0000000035,1.34,-0.0000000035,1.216,-0.000000025,-0.016,-0.000000025,0,-0.000000025,0.0104
-0.0000000248,0.36,-0.0000000034,1.34,-0.0000000034,1.232,-0.0000000248,-0.008,-0.0000000248,0.008,-0.0000000248,0.0112
-0.0000000246,0.34,-0.0000000033,1.36,-0.0000000033,1.24,-0.0000000246,0,-0.0000000246,0.016,-0.0000000246,0.012
-0.0000000244,0.32,-0.0000000032,1.36,-0.0000000032,1.256,-0.0000000244,0.008,-0.0000000244,0.016,-0.0000000244,0.012
-0.0000000242,0.32,-0.0000000031,1.38,-0.0000000031,1.264,-0.0000000242,0.016,-0.0000000242,0.024,-0.0000000242,0.012
-0.000000024,0.3,-0.000000003,1.4,-0.000000003,1.272,-0.000000024,0.016,-0.000000024,0.024,-0.000000024,0.012
-0.0000000238,0.3,-0.0000000029,1.4,-0.0000000029,1.28,-0.0000000238,0.016,-0.0000000238,0.024,-0.0000000238,0.012
-0.0000000236,0.28,-0.0000000028,1.42,-0.0000000028,1.288,-0.0000000236,0.016,-0.0000000236,0.016,-0.0000000236,0.012
-0.0000000234,0.26,-0.0000000027,1.42,-0.0000000027,1.296,-0.0000000234,0.016,-0.0000000234,0.016,-0.0000000234,0.0112
-0.0000000232,0.26,-0.0000000026,1.44,-0.0000000026,1.304,-0.0000000232,0.016,-0.0000000232,0.016,-0.0000000232,0.0112
-0.000000023,0.24,-0.0000000025,1.46,-0.0000000025,1.312,-0.000000023,0.008,-0.000000023,0.008,-0.000000023,0.0104
-0.0000000228,0.24,-0.0000000024,1.46,-0.0000000024,1.32,-0.0000000228,0.008,-0.0000000228,0.008,-0.0000000228,0.0104
-0.0000000226,0.22,-0.0000000023,1.48,-0.0000000023,1.328,-0.0000000226,0.008,-0.0000000226,0,-0.0000000226,0.0104
-0.0000000224,0.22,-0.0000000022,1.48,-0.0000000022,1.336,-0.0000000224,0,-0.0000000224,-0.008,-0.0000000224,0.0104
-0.0000000222,0.22,-0.0000000021,1.48,-0.0000000021,1.344,-0.0000000222,0,-0.0000000222,-0.008,-0.0000000222,0.0112
-0.000000022,0.22,-0.000000002,1.5,-0.000000002,1.352,-0.000000022,-0.008,-0.000000022,-0.016,-0.000000022,0.012
-0.0000000218,0.22,-0.0000000019,1.5,-0.0000000019,1.352,-0.0000000218,-0.016,-0.0000000218,-0.024,-0.0000000218,0.012
-0.0000000216,0.22,-0.0000000018,1.52,-0.0000000018,1.36,-0.0000000216,-0.024,-0.0000000216,-0.032,-0.0000000216,0.0128
-0.0000000214,0.2,-0.0000000017,1.52,-0.0000000017,1.368,-0.0000000214,-0.024,-0.0000000214,-0.032,-0.0000000214,0.012
-0.0000000212,0.2,-0.0000000016,1.52,-0.0000000016,1.376,-0.0000000212,-0.024,-0.0000000212,-0.032,-0.0000000212,0.012
-0.000000021,0.2,-0.0000000015,1.54,-0.0000000015,1.384,-0.000000021,-0.024,-0.000000021,-0.032,-0.000000021,0.012
-0.0000000208,0.2,-0.0000000014,1.54,-0.0000000014,1.392,-0.0000000208,-0.024,-0.0000000208,-0.032,-0.0000000208,0.0112
-0.0000000206,0.18,-0.0000000013,1.54,-0.0000000013,1.4,-0.0000000206,-0.016,-0.0000000206,-0.032,-0.0000000206,0.0112
-0.0000000204,0.16,-0.0000000012,1.54,-0.0000000012,1.408,-0.0000000204,-0.008,-0.0000000204,-0.024,-0.0000000204,0.0104
-0.0000000202,0.16,-0.0000000011,1.56,-0.0000000011,1.416,-0.0000000202,0,-0.0000000202,-0.016,-0.0000000202,0.0104
-0.00000002,0.14,-0.000000001,1.56,-0.000000001,1.424,-0.00000002,0,-0.00000002,-0.008,-0.00000002,0.0104
-0.0000000198,0.14,-0.0000000009,1.56,-0.0000000009,1.424,-0.0000000198,0.008,-0.0000000198,0,-0.0000000198,0.0104
-0.0000000196,0.12,-0.0000000008,1.56,-0.0000000008,1.432,-0.0000000196,0.016,-0.0000000196,0.008,-0.0000000196,0.0104
-0.0000000194,0.12,-0.0000000007,1.56,-0.0000000007,1.44,-0.0000000194,0.016,-0.0000000194,0.016,-0.0000000194,0.0096
-0.0000000192,0.12,-0.0000000006,1.58,-0.0000000006,1.448,-0.0000000192,0.024,-0.0000000192,0.024,-0.0000000192,0.0096
-0.000000019,0.12,-0.0000000005,1.58,-0.0000000005,1.456,-0.000000019,0.016,-0.000000019,0.024,-0.000000019,0.0096
-0.0000000188,0.12,-0.0000000004,1.58,-0.0000000004,1.456,-0.0000000188,0.016,-0.0000000188,0.024,-0.0000000188,0.0096
-0.0000000186,0.1,-0.0000000003,1.58,-0.0000000003,1.464,-0.0000000186,0.016,-0.0000000186,0.024,-0.0000000186,0.0096
-0.0000000184,0.1,-0.0000000002,1.58,-0.0000000002,1.472,-0.0000000184,0.016,-0.0000000184,0.024,-0.0000000184,0.0096
-0.0000000182,0.1,-0.0000000001,1.58,-0.0000000001,1.472,-0.0000000182,0.016,-0.0000000182,0.032,-0.0000000182,0.0096
-0.000000018,0.1,0,1.58,0,1.472,-0.000000018,0.016,-0.000000018,0.032,-0.000000018,0.0096
-0.0000000178,0.1,0.0000000001,1.58,0.0000000001,1.48,-0.0000000178,0.024,-0.0000000178,0.04,-0.0000000178,0.0096
-0.0000000176,0.08,0.0000000002,1.58,0.0000000002,1.48,-0.0000000176,0.032,-0.0000000176,0.04,-0.0000000176,0.0096
-0.0000000174,0.08,0.0000000003,1.58,0.0000000003,1.48,-0.0000000174,0.04,-0.0000000174,0.048,-0.0000000174,0.0096
-0.0000000172,0.08,0.0000000004,1.58,0.0000000004,1.48,-0.0000000172,0.048,-0.0000000172,0.056,-0.0000000172,0.0096
-0.000000017,0.08,0.0000000005,1.58,0.0000000005,1.488,-0.000000017,0.056,-0.000000017,0.056,-0.000000017,0.0096
-0.0000000168,0.08,0.0000000006,1.58,0.0000000006,1.488,-0.0000000168,0.064,-0.0000000168,0.064,-0.0000000168,0.0096
-0.0000000166,0.08,0.0000000007,1.58,0.0000000007,1.488,-0.0000000166,0.064,-0.0000000166,0.064,-0.0000000166,0.0096
-0.0000000164,0.08,0.0000000008,1.58,0.0000000008,1.488,-0.0000000164,0.072,-0.0000000164,0.064,-0.0000000164,0.0088
-0.0000000162,0.08,0.0000000009,1.58,0.0000000009,1.488,-0.0000000162,0.08,-0.0000000162,0.072,-0.0000000162,0.0088
-0.000000016,0.08,0.000000001,1.58,0.000000001,1.488,-0.000000016,0.08,-0.000000016,0.072,-0.000000016,0.0088
-0.0000000158,0.1,0.0000000011,1.58,0.0000000011,1.488,-0.0000000158,0.08,-0.0000000158,0.072,-0.0000000158,0.0088
-0.0000000156,0.1,0.0000000012,1.58,0.0000000012,1.488,-0.0000000156,0.072,-0.0000000156,0.064,-0.0000000156,0.0096
-0.0000000154,0.08,0.0000000013,1.58,0.0000000013,1.488,-0.0000000154,0.072,-0.0000000154,0.064,-0.0000000154,0.0104
-0.0000000152,0.08,0.0000000014,1.58,0.0000000014,1.48,-0.0000000152,0.072,-0.0000000152,0.064,-0.0000000152,0.0112
-0.000000015,0.08,0.0000000015,1.58,0.0000000015,1.48,-0.000000015,0.064,-0.000000015,0.056,-0.000000015,0.0128
-0.0000000148,0.08,0.0000000016,1.56,0.0000000016,1.48,-0.0000000148,0.056,-0.0000000148,0.048,-0.0000000148,0.0144
-0.0000000146,0.06,0.0000000017,1.56,0.0000000017,1.48,-0.0000000146,0.048,-0.0000000146,0.048,-0.0000000146,0.016
-0.0000000144,0.06,0.0000000018,1.56,0.0000000018,1.48,-0.0000000144,0.048,-0.0000000144,0.04,-0.0000000144,0.0168
-0.0000000142,0.04,0.0000000019,1.56,0.0000000019,1.472,-0.0000000142,0.048,-0.0000000142,0.04,-0.0000000142,0.0184
-0.000000014,0.04,0.000000002,1.56,0.000000002,1.472,-0.000000014,0.048,-0.000000014,0.032,-0.000000014,0.0192
-0.0000000138,0.04,0.0000000021,1.56,0.0000000021,1.472,-0.0000000138,0.056,-0.0000000138,0.032,-0.0000000138,0.02
-0.0000000136,0.02,0.0000000022,1.54,0.0000000022,1.464,-0.0000000136,0.064,-0.0000000136,0.04,-0.0000000136,0.0208
-0.0000000134,0.02,0.0000000023,1.54,0.0000000023,1.464,-0.0000000134,0.072,-0.0000000134,0.04,-0.0000000134,0.0208
-0.0000000132,0.02,0.0000000024,1.54,0.0000000024,1.456,-0.0000000132,0.08,-0.0000000132,0.048,-0.0000000132,0.0208
-0.000000013,0.02,0.0000000025,1.54,0.0000000025,1.456,-0.000000013,0.088,-0.000000013,0.056,-0.000000013,0.02
-0.0000000128,0.04,0.0000000026,1.52,0.0000000026,1.456,-0.0000000128,0.088,-0.0000000128,0.064,-0.0000000128,0.0208
-0.0000000126,0.04,0.0000000027,1.52,0.0000000027,1.448,-0.0000000126,0.096,-0.0000000126,0.08,-0.0000000126,0.0208
-0.0000000124,0.04,0.0000000028,1.52,0.0000000028,1.448,-0.0000000124,0.104,-0.0000000124,0.088,-0.0000000124,0.0208
-0.0000000122,0.04,0.0000000029,1.52,0.0000000029,1.44,-0.0000000122,0.112,-0.0000000122,0.104,-0.0000000122,0.0216
-0.000000012,0.04,0.000000003,1.52,0.000000003,1.44,-0.000000012,0.112,-0.000000012,0.112,-0.000000012,0.0232
-0.0000000118,0.06,0.0000000031,1.52,0.0000000031,1.44,-0.0000000118,0.112,-0.0000000118,0.112,-0.0000000118,0.024
-0.0000000116,0.06,0.0000000032,1.5,0.0000000032,1.432,-0.0000000116,0.112,-0.0000000116,0.12,-0.0000000116,0.0256
-0.0000000114,0.06,0.0000000033,1.5,0.0000000033,1.432,-0.0000000114,0.12,-0.0000000114,0.12,-0.0000000114,0.0264
-0.0000000112,0.06,0.0000000034,1.5,0.0000000034,1.424,-0.0000000112,0.12,-0.0000000112,0.128,-0.0000000112,0.028
-0.000000011,0.06,0.0000000035,1.5,0.0000000035,1.424,-0.000000011,0.12,-0.000000011,0.128,-0.000000011,0.0288
-0.0000000108,0.08,0.0000000036,1.48,0.0000000036,1.424,-0.0000000108,0.12,-0.0000000108,0.128,-0.0000000108,0.0304
-0.0000000106,0.08,0.0000000037,1.48,0.0000000037,1.416,-0.0000000106,0.12,-0.0000000106,0.12,-0.0000000106,0.032
-0.0000000104,0.08,0.0000000038,1.48,0.0000000038,1.416,-0.0000000104,0.12,-0.0000000104,0.128,-0.0000000104,0.0328
-0.0000000102,0.08,0.0000000039,1.46,0.0000000039,1.408,-0.0000000102,0.128,-0.0000000102,0.128,-0.0000000102,0.0336
-0.00000001,0.08,0.000000004,1.46,0.000000004,1.4,-0.00000001,0.136,-0.00000001,0.128,-0.00000001,0.0352
-0.0000000098,0.08,0.0000000041,1.46,0.0000000041,1.4,-0.0000000098,0.144,-0.0000000098,0.136,-0.0000000098,0.036
-0.0000000096,0.08,0.0000000042,1.46,0.0000000042,1.392,-0.0000000096,0.152,-0.0000000096,0.136,-0.0000000096,0.0376
-0.0000000094,0.06,0.0000000043,1.44,0.0000000043,1.384,-0.0000000094,0.168,-0.0000000094,0.144,-0.0000000094,0.0384
-0.0000000092,0.06,0.0000000044,1.44,0.0000000044,1.384,-0.0000000092,0.184,-0.0000000092,0.16,-0.0000000092,0.04
-0.000000009,0.06,0.0000000045,1.44,0.0000000045,1.376,-0.000000009,0.2,-0.000000009,0.168,-0.000000009,0.0416
-0.0000000088,0.08,0.0000000046,1.42,0.0000000046,1.368,-0.0000000088,0.216,-0.0000000088,0.184,-0.0000000088,0.0432
-0.0000000086,0.08,0.0000000047,1.42,0.0000000047,1.36,-0.0000000086,0.232,-0.0000000086,0.2,-0.0000000086,0.0448
-0.0000000084,0.1,0.0000000048,1.42,0.0000000048,1.36,-0.0000000084,0.248,-0.0000000084,0.216,-0.0000000084,0.0456
-0.0000000082,0.1,0.0000000049,1.42,0.0000000049,1.352,-0.0000000082,0.264,-0.0000000082,0.232,-0.0000000082,0.0472
-0.000000008,0.12,0.000000005,1.4,0.000000005,1.344,-0.000000008,0.272,-0.000000008,0.24,-0.000000008,0.0496
-0.0000000078,0.14,0.0000000051,1.4,0.0000000051,1.336,-0.0000000078,0.28,-0.0000000078,0.256,-0.0000000078,0.0512
-0.0000000076,0.14,0.0000000052,1.4,0.0000000052,1.328,-0.0000000076,0.296,-0.0000000076,0.272,-0.0000000076,0.0536
-0.0000000074,0.14,0.0000000053,1.38,0.0000000053,1.32,-0.0000000074,0.304,-0.0000000074,0.288,-0.0000000074,0.056
-0.0000000072,0.16,0.0000000054,1.38,0.0000000054,1.312,-0.0000000072,0.32,-0.0000000072,0.304,-0.0000000072,0.0584
-0.000000007,0.16,0.0000000055,1.38,0.0000000055,1.304,-0.000000007,0.328,-0.000000007,0.32,-0.000000007,0.0608
-0.0000000068,0.18,0.0000000056,1.36,0.0000000056,1.304,-0.0000000068,0.344,-0.0000000068,0.336,-0.0000000068,0.064
-0.0000000066,0.18,0.0000000057,1.36,0.0000000057,1.296,-0.0000000066,0.352,-0.0000000066,0.352,-0.0000000066,0.0672
-0.0000000064,0.18,0.0000000058,1.34,0.0000000058,1.288,-0.0000000064,0.368,-0.0000000064,0.368,-0.0000000064,0.0696
-0.0000000062,0.2,0.0000000059,1.32,0.0000000059,1.28,-0.0000000062,0.392,-0.0000000062,0.392,-0.0000000062,0.0728
-0.000000006,0.2,0.000000006,1.32,0.000000006,1.272,-0.000000006,0.408,-0.000000006,0.408,-0.000000006,0.076
-0.0000000058,0.22,0.0000000061,1.3,0.0000000061,1.264,-0.0000000058,0.432,-0.0000000058,0.432,-0.0000000058,0.08
-0.0000000056,0.22,0.0000000062,1.3,0.0000000062,1.256,-0.0000000056,0.456,-0.0000000056,0.456,-0.0000000056,0.084
-0.0000000054,0.24,0.0000000063,1.28,0.0000000063,1.248,-0.0000000054,0.48,-0.0000000054,0.48,-0.0000000054,0.0872
-0.0000000052,0.26,0.0000000064,1.26,0.0000000064,1.24,-0.0000000052,0.512,-0.0000000052,0.504,-0.0000000052,0.0912
-0.000000005,0.28,0.0000000065,1.26,0.0000000065,1.232,-0.000000005,0.536,-0.000000005,0.528,-0.000000005,0.096
-0.0000000048,0.3,0.0000000066,1.24,0.0000000066,1.224,-0.0000000048,0.568,-0.0000000048,0.552,-0.0000000048,0.1008
-0.0000000046,0.3,0.0000000067,1.24,0.0000000067,1.216,-0.0000000046,0.6,-0.0000000046,0.584,-0.0000000046,0.1056
-0.0000000044,0.32,0.0000000068,1.22,0.0000000068,1.208,-0.0000000044,0.632,-0.0000000044,0.616,-0.0000000044,0.1104
-0.0000000042,0.34,0.0000000069,1.22,0.0000000069,1.192,-0.0000000042,0.672,-0.0000000042,0.648,-0.0000000042,0.116
-0.000000004,0.36,0.000000007,1.2,0.000000007,1.184,-0.000000004,0.704,-0.000000004,0.68,-0.000000004,0.1216
-0.0000000038,0.4,0.0000000071,1.2,0.0000000071,1.176,-0.0000000038,0.728,-0.0000000038,0.712,-0.0000000038,0.128
-0.0000000036,0.42,0.0000000072,1.18,0.0000000072,1.168,-0.0000000036,0.76,-0.0000000036,0.744,-0.0000000036,0.1344
-0.0000000034,0.44,0.0000000073,1.18,0.0000000073,1.152,-0.0000000034,0.792,-0.0000000034,0.776,-0.0000000034,0.1408
-0.0000000032,0.46,0.0000000074,1.16,0.0000000074,1.144,-0.0000000032,0.824,-0.0000000032,0.808,-0.0000000032,0.148
-0.000000003,0.5,0.0000000075,1.16,0.0000000075,1.136,-0.000000003,0.848,-0.000000003,0.84,-0.000000003,0.1544
-0.0000000028,0.54,0.0000000076,1.14,0.0000000076,1.12,-0.0000000028,0.88,-0.0000000028,0.864,-0.0000000028,0.16
-0.0000000026,0.56,0.0000000077,1.14,0.0000000077,1.112,-0.0000000026,0.904,-0.0000000026,0.896,-0.0000000026,0.1656
-0.0000000024,0.6,0.0000000078,1.12,0.0000000078,1.104,-0.0000000024,0.928,-0.0000000024,0.928,-0.0000000024,0.1688
-0.0000000022,0.66,0.0000000079,1.12,0.0000000079,1.088,-0.0000000022,0.96,-0.0000000022,0.96,-0.0000000022,0.1712
-0.000000002,0.7,0.000000008,1.1,0.000000008,1.08,-0.000000002,0.984,-0.000000002,0.984,-0.000000002,0.1736
-0.0000000018,0.76,0.0000000081,1.1,0.0000000081,1.072,-0.0000000018,1.008,-0.0000000018,1.016,-0.0000000018,0.1752
-0.0000000016,0.82,0.0000000082,1.08,0.0000000082,1.064,-0.0000000016,1.04,-0.0000000016,1.048,-0.0000000016,0.1752
-0.0000000014,0.88,0.0000000083,1.08,0.0000000083,1.048,-0.0000000014,1.064,-0.0000000014,1.072,-0.0000000014,0.1752
-0.0000000012,0.94,0.0000000084,1.06,0.0000000084,1.04,-0.0000000012,1.096,-0.0000000012,1.104,-0.0000000012,0.1752
-0.000000001,1,0.0000000085,1.06,0.0000000085,1.032,-0.000000001,1.128,-0.000000001,1.128,-0.000000001,0.1752
-0.0000000008,1.08,0.0000000086,1.04,0.0000000086,1.016,-0.0000000008,1.152,-0.0000000008,1.152,-0.0000000008,0.1752
-0.0000000006,1.14,0.0000000087,1.02,0.0000000087,1.008,-0.0000000006,1.184,-0.0000000006,1.176,-0.0000000006,0.1752
-0.0000000004,1.2,0.0000000088,1.02,0.0000000088,1,-0.0000000004,1.216,-0.0000000004,1.208,-0.0000000004,0.1752
-0.0000000002,1.28,0.0000000089,1,0.0000000089,0.984,-0.0000000002,1.248,-0.0000000002,1.232,-0.0000000002,0.1752
0,1.34,0.000000009,0.98,0.000000009,0.976,0,1.272,0,1.256,0,0.1752
0.0000000002,1.42,0.0000000091,0.96,0.0000000091,0.96,0.0000000002,1.296,0.0000000002,1.28,0.0000000002,0.1752
0.0000000004,1.48,0.0000000092,0.96,0.0000000092,0.952,0.0000000004,1.32,0.0000000004,1.296,0.0000000004,0.1752
0.0000000006,1.54,0.0000000093,0.94,0.0000000093,0.944,0.0000000006,1.336,0.0000000006,1.32,0.0000000006,0.1752
0.0000000008,1.62,0.0000000094,0.92,0.0000000094,0.928,0.0000000008,1.36,0.0000000008,1.344,0.0000000008,0.1752
0.000000001,1.68,0.0000000095,0.92,0.0000000095,0.92,0.000000001,1.368,0.000000001,1.36,0.000000001,0.1752
0.0000000012,1.76,0.0000000096,0.9,0.0000000096,0.904,0.0000000012,1.384,0.0000000012,1.384,0.0000000012,0.1752
0.0000000014,1.82,0.0000000097,0.88,0.0000000097,0.896,0.0000000014,1.392,0.0000000014,1.4,0.0000000014,0.1752
0.0000000016,1.88,0.0000000098,0.88,0.0000000098,0.888,0.0000000016,1.4,0.0000000016,1.416,0.0000000016,0.1752
0.0000000018,1.94,0.0000000099,0.86,0.0000000099,0.872,0.0000000018,1.416,0.0000000018,1.432,0.0000000018,0.1752
0.000000002,2.02,0.00000001,0.86,0.00000001,0.864,0.000000002,1.424,0.000000002,1.44,0.000000002,0.1752
0.0000000022,2.08,0.0000000101,0.84,0.0000000101,0.848,0.0000000022,1.44,0.0000000022,1.448,0.0000000022,0.1752
0.0000000024,2.14,0.0000000102,0.82,0.0000000102,0.84,0.0000000024,1.456,0.0000000024,1.456,0.0000000024,0.1752
0.0000000026,2.2,0.0000000103,0.82,0.0000000103,0.832,0.0000000026,1.464,0.0000000026,1.464,0.0000000026,0.1752
0.0000000028,2.24,0.0000000104,0.8,0.0000000104,0.816,0.0000000028,1.48,0.0000000028,1.472,0.0000000028,0.1752
0.000000003,2.3,0.0000000105,0.8,0.0000000105,0.808,0.000000003,1.488,0.000000003,1.472,0.000000003,0.1752
0.0000000032,2.36,0.0000000106,0.78,0.0000000106,0.792,0.0000000032,1.496,0.0000000032,1.48,0.0000000032,0.1752
0.0000000034,2.4,0.0000000107,0.76,0.0000000107,0.784,0.0000000034,1.504,0.0000000034,1.488,0.0000000034,0.1752
0.0000000036,2.44,0.0000000108,0.74,0.0000000108,0.776,0.0000000036,1.504,0.0000000036,1.488,0.0000000036,0.1752
0.0000000038,2.46,0.0000000109,0.74,0.0000000109,0.76,0.0000000038,1.512,0.0000000038,1.496,0.0000000038,0.1752
0.000000004,2.5,0.000000011,0.72,0.000000011,0.752,0.000000004,1.512,0.000000004,1.496,0.000000004,0.1752
0.0000000042,2.54,0.0000000111,0.7,0.0000000111,0.736,0.0000000042,1.512,0.0000000042,1.496,0.0000000042,0.1752
0.0000000044,2.56,0.0000000112,0.7,0.0000000112,0.728,0.0000000044,1.504,0.0000000044,1.504,0.0000000044,0.1752
0.0000000046,2.6,0.0000000113,0.68,0.0000000113,0.72,0.0000000046,1.504,0.0000000046,1.504,0.0000000046,0.1752
0.0000000048,2.62,0.0000000114,0.66,0.0000000114,0.704,0.0000000048,1.504,0.0000000048,1.504,0.0000000048,0.1752
0.000000005,2.64,0.0000000115,0.66,0.0000000115,0.696,0.000000005,1.496,0.000000005,1.496,0.000000005,0.1752
0.0000000052,2.68,0.0000000116,0.64,0.0000000116,0.68,0.0000000052,1.496,0.0000000052,1.496,0.0000000052,0.1752
0.0000000054,2.7,0.0000000117,0.64,0.0000000117,0.672,0.0000000054,1.488,0.0000000054,1.496,0.0000000054,0.1752
0.0000000056,2.72,0.0000000118,0.62,0.0000000118,0.664,0.0000000056,1.48,0.0000000056,1.488,0.0000000056,0.1752
0.0000000058,2.72,0.0000000119,0.62,0.0000000119,0.648,0.0000000058,1.48,0.0000000058,1.488,0.0000000058,0.1752
0.000000006,2.74,0.000000012,0.6,0.000000012,0.64,0.000000006,1.472,0.000000006,1.48,0.000000006,0.1752
0.0000000062,2.76,0.0000000121,0.6,0.0000000121,0.632,0.0000000062,1.464,0.0000000062,1.472,0.0000000062,0.1752
0.0000000064,2.76,0.0000000122,0.58,0.0000000122,0.616,0.0000000064,1.456,0.0000000064,1.464,0.0000000064,0.1752
0.0000000066,2.76,0.0000000123,0.58,0.0000000123,0.608,0.0000000066,1.448,0.0000000066,1.456,0.0000000066,0.1752
0.0000000068,2.76,0.0000000124,0.56,0.0000000124,0.6,0.0000000068,1.44,0.0000000068,1.448,0.0000000068,0.1752
0.000000007,2.76,0.0000000125,0.56,0.0000000125,0.584,0.000000007,1.432,0.000000007,1.44,0.000000007,0.1752
0.0000000072,2.76,0.0000000126,0.54,0.0000000126,0.576,0.0000000072,1.424,0.0000000072,1.424,0.0000000072,0.1752
0.0000000074,2.76,0.0000000127,0.54,0.0000000127,0.568,0.0000000074,1.416,0.0000000074,1.416,0.0000000074,0.1752
0.0000000076,2.76,0.0000000128,0.52,0.0000000128,0.56,0.0000000076,1.408,0.0000000076,1.408,0.0000000076,0.1752
0.0000000078,2.76,0.0000000129,0.52,0.0000000129,0.544,0.0000000078,1.4,0.0000000078,1.4,0.0000000078,0.1752
