comp(1),comp_corrected(1),raman_shift(1),vidro(ex 350 5-5),plastico(ex 350 5-5),comp(2),comp_corrected(2),raman_shift(2),vidro(ex 400 5-5),plastico(ex 400 5-5),comp(3),comp_corrected(3),raman_shift(3),vidro(ex 450 10-10),plastico(ex 450 10-10),comp(4),comp_corrected(4),raman_shift(4),vidro(ex 500 10-10),plastico(ex 500 10-10)
255.5,266.5,-8952.023586,0.3084,0.6934,305.5,316.5,-12523.45216,0.2137,0.6157,355.5,366.5,-15301.22994,0.6939,1.3255,455.5,466.5,-17523.45216,0.2431,1.1518
256,267,-8881.754949,0.295,0.6953,306,317,-12453.18352,0.1748,0.6314,356,367,-15230.9613,0.6877,1.3292,456,467,-17453.18352,0.2442,1.1572
256.5,267.5,-8811.748999,0.3402,0.7175,306.5,317.5,-12383.17757,0.2098,0.617,356.5,367.5,-15160.95535,0.69,1.3362,456.5,467.5,-17383.17757,0.2455,1.1646
257,268,-8742.004264,0.3691,0.6926,307,318,-12313.43284,0.2401,0.6115,357,368,-15091.21061,0.6944,1.3479,457,468,-17313.43284,0.2462,1.1702
257.5,268.5,-8672.519287,0.2957,0.6719,307.5,318.5,-12243.94786,0.2809,0.6094,357.5,368.5,-15021.72564,0.6986,1.3608,457.5,468.5,-17243.94786,0.2468,1.1769
258,269,-8603.292618,0.2803,0.6568,308,319,-12174.72119,0.3208,0.6083,358,369,-14952.49897,0.6896,1.3764,458,469,-17174.72119,0.2472,1.1824
258.5,269.5,-8534.32282,0.2424,0.6202,308.5,319.5,-12105.75139,0.3645,0.6047,358.5,369.5,-14883.52917,0.6887,1.3777,458.5,469.5,-17105.75139,0.2479,1.1887
259,270,-8465.608466,0.1696,0.6393,309,320,-12037.03704,0.3797,0.6097,359,370,-14814.81481,0.6928,1.3892,459,470,-17037.03704,0.2497,1.1956
259.5,270.5,-8397.148138,0.1667,0.6876,309.5,320.5,-11968.57671,0.3723,0.6204,359.5,370.5,-14746.35449,0.6973,1.3892,459.5,470.5,-16968.57671,0.2527,1.2009
260,271,-8328.940432,0.1225,0.7157,310,321,-11900.369,0.3364,0.5952,360,371,-14678.14678,0.7057,1.3922,460,471,-16900.369,0.2539,1.2073
260.5,271.5,-8260.983952,0.1081,0.7217,310.5,321.5,-11832.41252,0.351,0.5796,360.5,371.5,-14610.1903,0.7028,1.4107,460.5,471.5,-16832.41252,0.2551,1.2121
261,272,-8193.277311,0.0795,0.8317,311,322,-11764.70588,0.2946,0.5663,361,372,-14542.48366,0.7037,1.4337,461,472,-16764.70588,0.2552,1.214
261.5,272.5,-8125.819135,0.1091,0.8933,311.5,322.5,-11697.24771,0.2626,0.5618,361.5,372.5,-14475.02548,0.7056,1.4393,461.5,472.5,-16697.24771,0.2558,1.2201
262,273,-8058.608059,0.1846,0.8686,312,323,-11630.03663,0.2505,0.5568,362,373,-14407.81441,0.7063,1.4468,462,473,-16630.03663,0.2554,1.2287
262.5,273.5,-7991.642727,0.2428,0.7974,312.5,323.5,-11563.0713,0.2248,0.566,362.5,373.5,-14340.84908,0.7057,1.4503,462.5,473.5,-16563.0713,0.2544,1.2394
263,274,-7924.921794,0.3617,0.8117,313,324,-11496.35036,0.224,0.5762,363,374,-14274.12814,0.7066,1.4553,463,474,-16496.35036,0.2546,1.2511
263.5,274.5,-7858.443924,0.4505,0.7939,313.5,324.5,-11429.8725,0.2375,0.5929,363.5,374.5,-14207.65027,0.7059,1.4538,463.5,474.5,-16429.8725,0.2552,1.2656
264,275,-7792.207792,0.5036,0.816,314,325,-11363.63636,0.2526,0.6138,364,375,-14141.41414,0.7081,1.4519,464,475,-16363.63636,0.2559,1.281
264.5,275.5,-7726.212082,0.575,0.8189,314.5,325.5,-11297.64065,0.2858,0.6379,364.5,375.5,-14075.41843,0.7097,1.4358,464.5,475.5,-16297.64065,0.2563,1.3005
265,276,-7660.455487,0.5312,0.7833,315,326,-11231.88406,0.2944,0.6134,365,376,-14009.66184,0.7093,1.4277,465,476,-16231.88406,0.2555,1.3193
265.5,276.5,-7594.936709,0.4898,0.7532,315.5,326.5,-11166.36528,0.3899,0.6085,365.5,376.5,-13944.14306,0.7084,1.4279,465.5,476.5,-16166.36528,0.2552,1.3387
266,277,-7529.654461,0.43,0.7955,316,327,-11101.08303,0.3457,0.6038,366,377,-13878.86081,0.71,1.4349,466,477,-16101.08303,0.2525,1.3588
266.5,277.5,-7464.607465,0.4334,0.7604,316.5,327.5,-11036.03604,0.3321,0.62,366.5,377.5,-13813.81381,0.7105,1.4303,466.5,477.5,-16036.03604,0.2513,1.373
267,278,-7399.79445,0.323,0.713,317,328,-10971.22302,0.3525,0.5954,367,378,-13749.0008,0.7151,1.4278,467,478,-15971.22302,0.2485,1.3779
267.5,278.5,-7335.214157,0.2974,0.6582,317.5,328.5,-10906.64273,0.325,0.5777,367.5,378.5,-13684.42051,0.7143,1.422,467.5,478.5,-15906.64273,0.2452,1.3752
268,279,-7270.865335,0.3001,0.7174,318,329,-10842.29391,0.337,0.5677,368,379,-13620.07168,0.7183,1.4305,468,479,-15842.29391,0.2422,1.3702
268.5,279.5,-7206.746742,0.3105,0.7263,318.5,329.5,-10778.17531,0.3056,0.5651,368.5,379.5,-13555.95309,0.7202,1.4375,468.5,479.5,-15778.17531,0.2407,1.3609
269,280,-7142.857143,0.3032,0.7036,319,330,-10714.28571,0.2639,0.568,369,380,-13492.06349,0.7232,1.4388,469,480,-15714.28571,0.2417,1.3442
269.5,280.5,-7079.195314,0.3224,0.7135,319.5,330.5,-10650.62389,0.248,0.5792,369.5,380.5,-13428.40166,0.7215,1.4253,469.5,480.5,-15650.62389,0.2456,1.3432
270,281,-7015.760041,0.2577,0.6595,320,331,-10587.18861,0.2424,0.5839,370,381,-13364.96639,0.7201,1.4235,470,481,-15587.18861,0.2587,1.3859
270.5,281.5,-6952.550114,0.2314,0.6273,320.5,331.5,-10523.97869,0.2583,0.6002,370.5,381.5,-13301.75646,0.7187,1.4243,470.5,481.5,-15523.97869,0.2871,1.4905
271,282,-6889.564336,0.1816,0.6046,321,332,-10460.99291,0.2169,0.6229,371,382,-13238.77069,0.7245,1.4141,471,482,-15460.99291,0.3315,1.6634
271.5,282.5,-6826.801517,0.2591,0.5744,321.5,332.5,-10398.23009,0.2463,0.6491,371.5,382.5,-13176.00787,0.7198,1.4234,471.5,482.5,-15398.23009,0.4087,1.9812
272,283,-6764.260475,0.1557,0.5618,322,333,-10335.68905,0.3043,0.6315,372,383,-13113.46682,0.7197,1.4386,472,483,-15335.68905,0.5247,2.4719
272.5,283.5,-6701.940035,0.1997,0.572,322.5,333.5,-10273.36861,0.3549,0.6291,372.5,383.5,-13051.14638,0.7201,1.4552,472.5,483.5,-15273.36861,0.6927,3.2171
273,284,-6639.839034,0.1914,0.6026,323,334,-10211.26761,0.41,0.6398,373,384,-12989.04538,0.7215,1.4604,473,484,-15211.26761,0.9306,4.2613
273.5,284.5,-6577.956314,0.2093,0.633,323.5,334.5,-10149.38489,0.3902,0.6412,373.5,384.5,-12927.16266,0.7097,1.4807,473.5,484.5,-15149.38489,1.2477,5.6933
274,285,-6516.290727,0.2308,0.6348,324,335,-10087.7193,0.3736,0.6256,374,385,-12865.49708,0.7109,1.4932,474,485,-15087.7193,1.6683,7.6264
274.5,285.5,-6454.841131,0.2162,0.7068,324.5,335.5,-10026.2697,0.3793,0.6101,374.5,385.5,-12804.04748,0.7083,1.5089,474.5,485.5,-15026.2697,2.2209,10.2211
275,286,-6393.606394,0.1607,0.7085,325,336,-9965.034965,0.3706,0.6006,375,386,-12742.81274,0.7029,1.5371,475,486,-14965.03497,2.9162,13.5693
275.5,286.5,-6332.58539,0.1718,0.7506,325.5,336.5,-9904.013962,0.3819,0.5961,375.5,386.5,-12681.79174,0.6952,1.5515,475.5,486.5,-14904.01396,3.7784,17.8039
276,287,-6271.777003,0.1928,0.7721,326,337,-9843.205575,0.3685,0.5967,376,387,-12620.98335,0.6927,1.5734,476,487,-14843.20557,4.8256,23.0053
276.5,287.5,-6211.180124,0.2766,0.756,326.5,337.5,-9782.608696,0.3817,0.5999,376.5,387.5,-12560.38647,0.6849,1.5855,476.5,487.5,-14782.6087,6.1079,29.4634
277,288,-6150.793651,0.2915,0.7064,327,338,-9722.222222,0.3944,0.606,377,388,-12500,0.6855,1.6035,477,488,-14722.22222,7.6345,37.3406
277.5,288.5,-6090.616489,0.4008,0.6613,327.5,338.5,-9662.045061,0.3937,0.6183,377.5,388.5,-12439.82284,0.6881,1.6054,477.5,488.5,-14662.04506,9.4399,46.8294
278,289,-6030.647553,0.3959,0.6145,328,339,-9602.076125,0.3697,0.6341,378,389,-12379.8539,0.6909,1.6245,478,489,-14602.07612,11.5562,58.0248
278.5,289.5,-5970.885764,0.4451,0.6123,328.5,339.5,-9542.314335,0.3376,0.6371,378.5,389.5,-12320.09211,0.6923,1.63,478.5,489.5,-14542.31434,13.976,71.0141
279,290,-5911.330049,0.4905,0.5658,329,340,-9482.758621,0.3351,0.6285,379,390,-12260.5364,0.7026,1.626,479,490,-14482.75862,16.7029,85.9289
279.5,290.5,-5851.979346,0.4565,0.6675,329.5,340.5,-9423.407917,0.3403,0.64,379.5,390.5,-12201.1857,0.7068,1.6264,479.5,490.5,-14423.40792,19.7618,103.0399
280,291,-5792.832597,0.3758,0.7248,330,341,-9364.261168,0.3219,0.6327,380,391,-12142.03895,0.7131,1.6312,480,491,-14364.26117,23.1638,122.3994
280.5,291.5,-5733.888753,0.3338,0.8253,330.5,341.5,-9305.317324,0.3056,0.5907,380.5,391.5,-12083.0951,0.7233,1.6372,480.5,491.5,-14305.31732,26.8744,143.9283
281,292,-5675.146771,0.3173,0.8968,331,342,-9246.575342,0.276,0.5617,381,392,-12024.35312,0.729,1.6507,481,492,-14246.57534,30.8707,167.4022
281.5,292.5,-5616.605617,0.2368,0.8962,331.5,342.5,-9188.034188,0.3097,0.5436,381.5,392.5,-11965.81197,0.7345,1.6483,481.5,492.5,-14188.03419,35.1567,192.9028
282,293,-5558.264261,0.2246,0.8415,332,343,-9129.692833,0.3225,0.5426,382,393,-11907.47061,0.7414,1.6436,482,493,-14129.69283,39.6688,220.5729
282.5,293.5,-5500.121684,0.1942,0.8006,332.5,343.5,-9071.550256,0.3136,0.5426,382.5,393.5,-11849.32803,0.736,1.6362,482.5,493.5,-14071.55026,44.4102,250.0529
283,294,-5442.176871,0.1039,0.7668,333,344,-9013.605442,0.317,0.5497,383,394,-11791.38322,0.7336,1.6317,483,494,-14013.60544,49.2814,281.2699
283.5,294.5,-5384.428814,0.1414,0.6819,333.5,344.5,-8955.857385,0.3611,0.5681,383.5,394.5,-11733.63516,0.7266,1.6427,483.5,494.5,-13955.85739,54.2612,313.8998
284,295,-5326.876513,0.1765,0.579,334,345,-8898.305085,0.4011,0.5972,384,395,-11676.08286,0.7245,1.6604,484,495,-13898.30508,59.2913,347.581
284.5,295.5,-5269.518975,0.2342,0.5872,334.5,345.5,-8840.947547,0.403,0.6521,384.5,395.5,-11618.72532,0.7208,1.6669,484.5,495.5,-13840.94755,64.2733,382.0634
285,296,-5212.355212,0.225,0.5739,335,346,-8783.783784,0.3664,0.644,385,396,-11561.56156,0.7175,1.6773,485,496,-13783.78378,69.1138,416.7706
285.5,296.5,-5155.384245,0.2215,0.6251,335.5,346.5,-8726.812816,0.3858,0.596,385.5,396.5,-11504.59059,0.7055,1.6742,485.5,496.5,-13726.81282,73.7752,451.1749
286,297,-5098.605099,0.2299,0.6104,336,347,-8670.03367,0.3525,0.5785,386,397,-11447.81145,0.7013,1.6982,486,497,-13670.03367,78.1685,484.6769
286.5,297.5,-5042.016807,0.2036,0.5986,336.5,347.5,-8613.445378,0.3532,0.5889,386.5,397.5,-11391.22316,0.6984,1.7133,486.5,497.5,-13613.44538,82.2435,516.7379
287,298,-4985.618408,0.2583,0.6386,337,348,-8557.04698,0.349,0.5777,387,398,-11334.82476,0.7005,1.7242,487,498,-13557.04698,85.9025,546.9457
287.5,298.5,-4929.40895,0.2637,0.6483,337.5,348.5,-8500.837521,0.3323,0.5468,387.5,398.5,-11278.6153,0.7032,1.7284,487.5,498.5,-13500.83752,89.074,574.7658
288,299,-4873.387482,0.2926,0.6548,338,349,-8444.816054,0.3255,0.5358,388,399,-11222.59383,0.6977,1.7475,488,499,-13444.81605,91.6983,599.5348
288.5,299.5,-4817.553065,0.3511,0.6204,338.5,349.5,-8388.981636,0.3366,0.54,388.5,399.5,-11166.75941,0.6985,1.766,488.5,499.5,-13388.98164,93.6902,621.0628
289,300,-4761.904762,0.3599,0.6243,339,350,-8333.333333,0.353,0.5521,389,400,-11111.11111,0.6987,1.7737,489,500,-13333.33333,95.0055,638.6647
289.5,300.5,-4706.441645,0.4163,0.6486,339.5,350.5,-8277.870216,0.3739,0.5807,389.5,400.5,-11055.64799,0.7026,1.7891,489.5,500.5,-13277.87022,95.6414,652.191
290,301,-4651.162791,0.39,0.694,340,351,-8222.591362,0.3879,0.5819,390,401,-11000.36914,0.6996,1.789,490,501,-13222.59136,95.6439,661.3013
290.5,301.5,-4596.067283,0.3602,0.7464,340.5,351.5,-8167.495854,0.4435,0.6124,390.5,401.5,-10945.27363,0.7052,1.807,490.5,501.5,-13167.49585,94.9309,665.5814
291,302,-4541.15421,0.3354,0.7091,341,352,-8112.582781,0.393,0.6019,391,402,-10890.36056,0.702,1.7838,491,502,-13112.58278,93.5399,664.9199
291.5,302.5,-4486.422668,0.3398,0.6837,341.5,352.5,-8057.85124,0.397,0.6092,391.5,402.5,-10835.62902,0.7056,1.7702,491.5,502.5,-13057.85124,91.5053,659.6066
292,303,-4431.871759,0.3748,0.6677,342,353,-8003.30033,0.3923,0.5834,392,403,-10781.07811,0.705,1.7687,492,503,-13003.30033,88.8758,649.6213
292.5,303.5,-4377.500588,0.4119,0.6014,342.5,353.5,-7948.92916,0.3618,0.5672,392.5,403.5,-10726.70694,0.7014,1.7697,492.5,503.5,-12948.92916,85.7123,635.1823
293,304,-4323.308271,0.4356,0.552,343,354,-7894.736842,0.3396,0.5698,393,404,-10672.51462,0.7079,1.7641,493,504,-12894.73684,82.0256,616.681
293.5,304.5,-4269.293924,0.4441,0.6409,343.5,354.5,-7840.722496,0.3622,0.578,393.5,404.5,-10618.50027,0.7064,1.7699,493.5,504.5,-12840.7225,77.945,594.2302
294,305,-4215.456674,0.4411,0.6484,344,355,-7786.885246,0.402,0.5966,394,405,-10564.66302,0.7069,1.7771,494,505,-12786.88525,73.509,568.2622
294.5,305.5,-4161.795651,0.5311,0.6978,344.5,355.5,-7733.224223,0.4047,0.604,394.5,405.5,-10511.002,0.7095,1.7684,494.5,505.5,-12733.22422,68.8057,539.4419
295,306,-4108.309991,0.4572,0.8643,345,356,-7679.738562,0.4308,0.6229,395,406,-10457.51634,0.708,1.7676,495,506,-12679.73856,63.9189,507.9537
295.5,306.5,-4054.998835,0.4038,0.9887,345.5,356.5,-7626.427406,0.4342,0.6508,395.5,406.5,-10404.20518,0.7046,1.777,495.5,506.5,-12626.42741,58.9406,474.4366
296,307,-4001.861331,0.3363,1.0183,346,357,-7573.289902,0.4344,0.619,396,407,-10351.06768,0.7026,1.8043,496,507,-12573.2899,53.9129,439.2784
296.5,307.5,-3948.896632,0.3073,0.99,346.5,357.5,-7520.325203,0.3996,0.6041,396.5,407.5,-10298.10298,0.6987,1.8206,496.5,507.5,-12520.3252,48.934,403.1889
297,308,-3896.103896,0.2771,0.9545,347,358,-7467.532468,0.3648,0.6161,397,408,-10245.31025,0.6941,1.8349,497,508,-12467.53247,44.0316,366.9912
297.5,308.5,-3843.482288,0.3299,0.9295,347.5,358.5,-7414.910859,0.3511,0.633,397.5,408.5,-10192.68864,0.6847,1.8624,497.5,508.5,-12414.91086,39.274,331.0155
298,309,-3791.030975,0.2782,0.8678,348,359,-7362.459547,0.3702,0.6413,398,409,-10140.23732,0.682,1.8826,498,509,-12362.45955,34.7077,295.7157
298.5,309.5,-3738.749135,0.235,0.8685,348.5,359.5,-7310.177706,0.4069,0.662,398.5,409.5,-10087.95548,0.683,1.9104,498.5,509.5,-12310.17771,30.357,261.6831
299,310,-3686.635945,0.2241,0.8169,349,360,-7258.064516,0.4286,0.6829,399,410,-10035.84229,0.6827,1.9247,499,510,-12258.06452,26.2792,229.0294
299.5,310.5,-3634.690591,0.2587,0.8156,349.5,360.5,-7206.119163,0.4441,0.675,399.5,410.5,-9983.89694,0.6866,1.9446,499.5,510.5,-12206.11916,22.5304,198.4217
300,311,-3582.912265,0.1696,0.9089,350,361,-7154.340836,0.4319,0.6932,400,411,-9932.118614,0.6828,1.9613,500,511,-12154.34084,19.1433,170
300.5,311.5,-3531.300161,0.1471,0.9241,350.5,361.5,-7102.728732,0.4095,0.6667,400.5,411.5,-9880.50651,0.6842,1.9875,500.5,511.5,-12102.72873,16.0456,143.81
301,312,-3479.85348,0.1566,0.8649,351,362,-7051.282051,0.4062,0.6401,401,412,-9829.059829,0.6874,1.9867,501,512,-12051.28205,13.2839,120.0407
301.5,312.5,-3428.571429,0.2041,0.7871,351.5,362.5,-7000,0.3614,0.6374,401.5,412.5,-9777.777778,0.7036,2.0122,501.5,512.5,-12000,10.8519,98.7777
302,313,-3377.453218,0.271,0.7354,352,363,-6948.881789,0.3655,0.6142,402,413,-9726.659567,0.7112,2.0391,502,513,-11948.88179,8.7491,79.9857
302.5,313.5,-3326.498063,0.3511,0.7096,352.5,363.5,-6897.926635,0.391,0.5681,402.5,413.5,-9675.704413,0.7163,2.0542,502.5,513.5,-11897.92663,6.9296,63.8382
303,314,-3275.705187,0.3495,0.6376,353,364,-6847.133758,0.4074,0.5311,403,414,-9624.911536,0.721,2.0656,503,514,-11847.13376,5.3882,49.9787
303.5,314.5,-3225.073813,0.362,0.6057,353.5,364.5,-6796.502385,0.4341,0.4889,403.5,414.5,-9574.280163,0.7241,2.0828,503.5,514.5,-11796.50238,4.114,38.2913
304,315,-3174.603175,0.377,0.6978,354,365,-6746.031746,0.4541,0.5366,404,415,-9523.809524,0.7291,2.103,504,515,-11746.03175,3.0798,28.6725
304.5,315.5,-3124.292506,0.4113,0.7498,354.5,365.5,-6695.721078,0.4881,0.5973,404.5,415.5,-9473.498855,0.7287,2.1099,504.5,515.5,-11695.72108,2.2686,20.9839
305,316,-3074.141049,0.4121,0.8192,355,366,-6645.56962,0.4471,0.646,405,416,-9423.347398,0.7251,2.1176,505,516,-11645.56962,1.6312,14.8595
305.5,316.5,-3024.148048,0.3564,0.8573,355.5,366.5,-6595.576619,0.4706,0.604,405.5,416.5,-9373.354397,0.7192,2.1279,505.5,516.5,-11595.57662,1.1456,10.2073
306,317,-2974.312753,0.2724,0.8539,356,367,-6545.741325,0.4377,0.7006,406,417,-9323.519103,0.7118,2.1505,506,517,-11545.74132,0.7875,6.682
306.5,317.5,-2924.634421,0.205,0.8576,356.5,367.5,-6496.062992,0.4151,0.7859,406.5,417.5,-9273.84077,0.7084,2.1639,506.5,517.5,-11496.06299,0.5422,4.2255
307,318,-2875.112309,0.2224,0.7807,357,368,-6446.540881,0.416,0.7951,407,418,-9224.318658,0.7054,2.1943,507,518,-11446.54088,0.3703,2.5887
307.5,318.5,-2825.745683,0.1807,0.6399,357.5,368.5,-6397.174254,0.4264,0.7849,407.5,418.5,-9174.952032,0.7007,2.2208,507.5,518.5,-11397.17425,0.2695,1.5198
308,319,-2776.533811,0.1813,0.5947,358,369,-6347.962382,0.4173,0.7627,408,419,-9125.74016,0.7037,2.259,508,519,-11347.96238,0.2046,0.8878
308.5,319.5,-2727.475967,0.2335,0.6748,358.5,369.5,-6298.904538,0.4238,0.7274,408.5,419.5,-9076.682316,0.7029,2.2971,508.5,519.5,-11298.90454,0.1741,0.5965
309,320,-2678.571429,0.2835,0.7432,359,370,-6250,0.4424,0.7401,409,420,-9027.777778,0.6994,2.3158,509,520,-11250,0.1733,0.5389
309.5,320.5,-2629.819478,0.3612,0.8654,359.5,370.5,-6201.24805,0.4572,0.7043,409.5,420.5,-8979.025828,0.7019,2.3464,509.5,520.5,-11201.24805,0.1843,0.6244
310,321,-2581.219404,0.3916,0.9111,360,371,-6152.647975,0.4499,0.6394,410,421,-8930.425753,0.7068,2.3704,510,521,-11152.64798,0.1993,0.7443
310.5,321.5,-2532.770495,0.389,1.018,360.5,371.5,-6104.199067,0.4698,0.5698,410.5,421.5,-8881.976845,0.7082,2.3916,510.5,521.5,-11104.19907,0.2172,0.8769
311,322,-2484.47205,0.3248,1.0757,361,372,-6055.900621,0.4428,0.6214,411,422,-8833.678399,0.7161,2.4172,511,522,-11055.90062,0.2351,0.9922
311.5,322.5,-2436.323367,0.3166,1.1411,361.5,372.5,-6007.751938,0.4568,0.6177,411.5,422.5,-8785.529716,0.7228,2.4437,511.5,522.5,-11007.75194,0.2499,1.0867
312,323,-2388.323751,0.3556,1.0694,362,373,-5959.752322,0.4635,0.6175,412,423,-8737.5301,0.72,2.4852,512,523,-10959.75232,0.2584,1.1466
312.5,323.5,-2340.47251,0.3215,0.9947,362.5,373.5,-5911.901082,0.4842,0.6477,412.5,423.5,-8689.67886,0.7239,2.4999,512.5,523.5,-10911.90108,0.2613,1.1694
313,324,-2292.768959,0.3472,0.966,363,374,-5864.197531,0.4974,0.6766,413,424,-8641.975309,0.7231,2.5446,513,524,-10864.19753,0.2608,1.1714
313.5,324.5,-2245.212415,0.4369,1.0003,363.5,374.5,-5816.640986,0.5095,0.7153,413.5,424.5,-8594.418764,0.7276,2.5648,513.5,524.5,-10816.64099,0.2579,1.1681
314,325,-2197.802198,0.4921,1.0365,364,375,-5769.230769,0.5235,0.6874,414,425,-8547.008547,0.7409,2.593,514,525,-10769.23077,0.2558,1.1587
314.5,325.5,-2150.537634,0.4833,1.0764,364.5,375.5,-5721.966206,0.5191,0.6698,414.5,425.5,-8499.743984,0.7452,2.6044,514.5,525.5,-10721.96621,0.2541,1.1426
315,326,-2103.418054,0.4557,1.123,365,376,-5674.846626,0.4978,0.6544,415,426,-8452.624404,0.7445,2.6034,515,526,-10674.84663,0.2531,1.1263
315.5,326.5,-2056.442792,0.4647,1.1922,365.5,376.5,-5627.871363,0.5075,0.6368,415.5,426.5,-8405.649141,0.7529,2.6062,515.5,526.5,-10627.87136,0.2508,1.1069
316,327,-2009.611184,0.3774,1.1539,366,377,-5581.039755,0.4811,0.5878,416,427,-8358.817533,0.7582,2.6148,516,527,-10581.03976,0.2488,1.0914
316.5,327.5,-1962.922574,0.2968,1.1347,366.5,377.5,-5534.351145,0.4787,0.6008,416.5,427.5,-8312.128923,0.7587,2.6133,516.5,527.5,-10534.35115,0.2469,1.0757
317,328,-1916.376307,0.2182,1.086,367,378,-5487.804878,0.4463,0.6296,417,428,-8265.582656,0.7582,2.6221,517,528,-10487.80488,0.2447,1.058
317.5,328.5,-1869.971733,0.196,1.0902,367.5,378.5,-5441.400304,0.4324,0.6896,417.5,428.5,-8219.178082,0.7579,2.6277,517.5,528.5,-10441.4003,0.2422,1.0437
318,329,-1823.708207,0.2376,1.0937,368,379,-5395.136778,0.4317,0.6731,418,429,-8172.914556,0.7593,2.6602,518,529,-10395.13678,0.2391,1.0265
318.5,329.5,-1777.585086,0.2996,1.1033,368.5,379.5,-5349.013657,0.4377,0.7545,418.5,429.5,-8126.791435,0.7601,2.6295,518.5,529.5,-10349.01366,0.2351,1.0109
319,330,-1731.601732,0.3604,1.1714,369,380,-5303.030303,0.467,0.809,419,430,-8080.808081,0.7538,2.5815,519,530,-10303.0303,0.2313,0.9948
319.5,330.5,-1685.75751,0.4008,1.1631,369.5,380.5,-5257.186082,0.4733,0.8218,419.5,430.5,-8034.963859,0.7455,2.53,519.5,530.5,-10257.18608,0.2278,0.9796
320,331,-1640.051791,0.4376,1.3351,370,381,-5211.480363,0.4837,0.8725,420,431,-7989.25814,0.7216,2.4585,520,531,-10211.48036,0.2246,0.9649
320.5,331.5,-1594.483947,0.5225,1.4199,370.5,381.5,-5165.912519,0.5061,0.8983,420.5,431.5,-7943.690297,0.723,2.5139,520.5,531.5,-10165.91252,0.223,0.9502
321,332,-1549.053356,0.5344,1.3927,371,382,-5120.481928,0.5077,0.8421,421,432,-7898.259705,0.7636,2.7057,521,532,-10120.48193,0.2221,0.9372
321.5,332.5,-1503.759398,0.5352,1.3449,371.5,382.5,-5075.18797,0.5152,0.8873,421.5,432.5,-7852.965748,0.7914,2.807,521.5,532.5,-10075.18797,0.2223,0.9247
322,333,-1458.601459,0.5469,1.3944,372,383,-5030.03003,0.4992,0.8797,422,433,-7807.807808,0.9018,3.0823,522,533,-10030.03003,0.224,0.9134
322.5,333.5,-1413.578925,0.5655,1.4572,372.5,383.5,-4985.007496,0.4951,0.827,422.5,433.5,-7762.785274,1.027,3.5326,522.5,533.5,-9985.007496,0.2261,0.9048
323,334,-1368.691189,0.5894,1.4936,373,384,-4940.11976,0.5277,0.8138,423,434,-7717.897538,1.3943,4.9497,523,534,-9940.11976,0.2285,0.8996
323.5,334.5,-1323.937647,0.5999,1.4408,373.5,384.5,-4895.366218,0.4856,0.9319,423.5,434.5,-7673.143996,1.8327,6.5224,523.5,534.5,-9895.366218,0.2334,0.8939
324,335,-1279.317697,0.6348,1.4547,374,385,-4850.746269,0.472,1.0192,424,435,-7628.524046,2.3055,8.2837,524,535,-9850.746269,0.2363,0.8877
324.5,335.5,-1234.830743,0.5772,1.4584,374.5,385.5,-4806.259314,0.4605,1.084,424.5,435.5,-7584.037092,3.2445,12.0334,524.5,535.5,-9806.259314,0.2368,0.8808
325,336,-1190.47619,0.492,1.4833,375,386,-4761.904762,0.4504,1.2003,425,436,-7539.68254,4.4906,17.401,525,536,-9761.904762,0.235,0.8749
325.5,336.5,-1146.253449,0.474,1.5155,375.5,386.5,-4717.682021,0.4298,1.3439,425.5,436.5,-7495.459799,6.1531,24.3455,525.5,536.5,-9717.682021,0.2298,0.8675
326,337,-1102.161933,0.463,1.5385,376,387,-4673.590504,0.444,1.3676,426,437,-7451.368282,8.0885,32.5176,526,537,-9673.590504,0.22,0.8611
326.5,337.5,-1058.201058,0.4407,1.6036,376.5,387.5,-4629.62963,0.4478,1.3646,426.5,437.5,-7407.407407,10.3525,42.2543,526.5,537.5,-9629.62963,0.2084,0.851
327,338,-1014.370245,0.4476,1.7568,377,388,-4585.798817,0.4095,1.404,427,438,-7363.576594,13.2373,54.9143,527,538,-9585.798817,0.1939,0.8441
327.5,338.5,-970.6689175,0.4657,1.7461,377.5,388.5,-4542.097489,0.463,1.3487,427.5,438.5,-7319.875267,16.7877,70.2857,527.5,538.5,-9542.097489,0.1769,0.8352
328,339,-927.0965023,0.4878,1.7498,378,389,-4498.525074,0.5103,1.3219,428,439,-7276.302852,21.2331,90.0505,528,539,-9498.525074,0.1619,0.8234
328.5,339.5,-883.65243,0.4896,1.605,378.5,389.5,-4455.081001,0.5613,1.7457,428.5,439.5,-7232.858779,26.2297,112.8908,528.5,539.5,-9455.081001,0.1486,0.8113
329,340,-840.3361345,0.5625,1.8933,379,390,-4411.764706,0.6519,2.1112,429,440,-7189.542484,31.5308,137.5819,529,540,-9411.764706,0.1369,0.7988
329.5,340.5,-797.1470527,0.6157,2.3365,379.5,390.5,-4368.575624,0.932,3.4143,429.5,440.5,-7146.353402,37.8758,167.3212,529.5,540.5,-9368.575624,0.1254,0.7862
330,341,-754.0846251,0.5601,3.0381,380,391,-4325.513196,1.5348,5.9174,430,441,-7103.290974,45.2451,203.0516,530,541,-9325.513196,0.1193,0.7767
330.5,341.5,-711.1482953,0.92,4.9064,380.5,391.5,-4282.576867,2.8488,10.962,430.5,441.5,-7060.354645,53.9206,244.4981,530.5,541.5,-9282.576867,0.1146,0.7648
