comp(1),comp_corrected(1),raman_shift(1),vidro(ex 350 5-5),plastico(ex 350 5-5),comp(2),comp_corrected(2),raman_shift(2),vidro(ex 400 5-5),plastico(ex 400 5-5),comp(3),comp_corrected(3),raman_shift(3),vidro(ex 450 10-10),plastico(ex 450 10-10),comp(4),comp_corrected(4),raman_shift(4),vidro(ex 500 10-10),plastico(ex 500 10-10)
414.5,425.5,5069.665939,0.7283,2.1410,464.5,475.5,3969.505783,0.3459,0.4614,514.5,525.5,3192.726504,0.861,1.7444,564.5,575.5,2623.805387,0.1366,0.5296
415,426,5097.250168,0.6785,2.0410,465,476,3991.596639,0.3741,0.4404,515,526,3210.815378,0.8807,1.7553,565,576,2638.888889,0.1402,0.5302
415.5,426.5,5124.76972,0.7796,1.9736,465.5,476.5,4013.641133,0.4078,0.4539,515.5,526.5,3228.869896,0.8951,1.7785,565.5,576.5,2653.946227,0.1457,0.531
416,427,5152.224824,0.8858,1.9552,466,477,4035.639413,0.3852,0.5402,516,527,3246.890154,0.9127,1.7986,566,577,2668.97747,0.1517,0.5323
416.5,427.5,5179.615706,0.8953,1.9339,466.5,477.5,4057.591623,0.4179,0.536,516.5,527.5,3264.876251,0.9262,1.8004,566.5,577.5,2683.982684,0.1563,0.5336
417,428,5206.94259,0.8764,1.8799,467,478,4079.497908,0.4782,0.6285,517,528,3282.828283,0.9392,1.8249,567,578,2698.961938,0.1602,0.5335
417.5,428.5,5234.205701,0.8755,1.9338,467.5,478.5,4101.358412,0.5067,0.644,517.5,528.5,3300.746347,0.9525,1.8383,567.5,578.5,2713.915298,0.162,0.5335
418,429,5261.405261,0.8079,1.9980,468,479,4123.173278,0.5164,0.6897,518,529,3318.63054,0.956,1.8556,568,579,2728.842832,0.166,0.5303
418.5,429.5,5288.541493,0.7809,1.9719,468.5,479.5,4144.942649,0.495,0.6558,518.5,529.5,3336.480957,0.9668,1.8437,568.5,579.5,2743.744607,0.1699,0.5315
419,430,5315.614618,0.7303,1.9699,469,480,4166.666667,0.4404,0.6104,519,530,3354.297694,0.9623,1.8494,569,580,2758.62069,0.1729,0.5328
419.5,430.5,5342.624855,0.7591,2.0020,469.5,480.5,4188.345473,0.4112,0.6097,519.5,530.5,3372.080846,0.9697,1.8559,569.5,580.5,2773.471146,0.1752,0.5336
420,431,5369.572423,0.7478,1.9903,470,481,4209.97921,0.3812,0.5346,520,531,3389.830508,0.9662,1.8508,570,581,2788.296041,0.1801,0.5338
420.5,431.5,5396.45754,0.7985,1.9400,470.5,481.5,4231.568017,0.312,0.4961,520.5,531.5,3407.546775,0.9636,1.8453,570.5,581.5,2803.095443,0.1817,0.5336
421,432,5423.280423,0.7267,1.9311,471,482,4253.112033,0.2794,0.4703,521,532,3425.229741,0.9652,1.8291,571,582,2817.869416,0.1832,0.5318
421.5,432.5,5450.041288,0.6313,1.8917,471.5,482.5,4274.611399,0.2386,0.3616,521.5,532.5,3442.879499,0.9531,1.8186,571.5,582.5,2832.618026,0.1848,0.5319
422,433,5476.74035,0.4920,1.8809,472,483,4296.066253,0.2812,0.4042,522,533,3460.496143,0.9442,1.8135,572,583,2847.341338,0.1855,0.5327
422.5,433.5,5503.377822,0.4264,1.8644,472.5,483.5,4317.476732,0.3027,0.383,522.5,533.5,3478.079767,0.9337,1.7939,572.5,583.5,2862.039417,0.1875,0.5313
423,434,5529.953917,0.4123,1.7933,473,484,4338.842975,0.32,0.3847,523,534,3495.630462,0.9334,1.7953,573,584,2876.712329,0.1895,0.5309
423.5,434.5,5556.468848,0.3965,1.7167,473.5,484.5,4360.165119,0.3598,0.2895,523.5,534.5,3513.148321,0.9118,1.7802,573.5,584.5,2891.360137,0.1907,0.5319
424,435,5582.922824,0.4342,1.6535,474,485,4381.443299,0.357,0.2634,524,535,3530.633437,0.9002,1.7857,574,585,2905.982906,0.193,0.5329
424.5,435.5,5609.316057,0.5379,1.6605,474.5,485.5,4402.677652,0.359,0.3146,524.5,535.5,3548.085901,0.8821,1.7934,574.5,585.5,2920.5807,0.1938,0.5327
425,436,5635.648755,0.5497,1.6712,475,486,4423.868313,0.3274,0.3078,525,536,3565.505804,0.8779,1.78,575,586,2935.153584,0.1954,0.5334
425.5,436.5,5661.921126,0.4782,1.6366,475.5,486.5,4445.015416,0.2989,0.3054,525.5,536.5,3582.893238,0.8662,1.7709,575.5,586.5,2949.70162,0.1982,0.5336
426,437,5688.133377,0.3849,1.6148,476,487,4466.119097,0.2488,0.3038,526,537,3600.248293,0.8435,1.7661,576,587,2964.224872,0.2,0.5349
426.5,437.5,5714.285714,0.2891,1.6172,476.5,487.5,4487.179487,0.1942,0.2492,526.5,537.5,3617.571059,0.8274,1.7395,576.5,587.5,2978.723404,0.2018,0.5339
427,438,5740.378343,0.1776,1.6475,477,488,4508.196721,0.1848,0.2447,527,538,3634.861627,0.8132,1.7276,577,588,2993.197279,0.205,0.5311
427.5,438.5,5766.411468,0.0962,1.6232,477.5,488.5,4529.170931,0.1606,0.2071,527.5,538.5,3652.120087,0.795,1.7017,577.5,588.5,3007.646559,0.2077,0.5298
428,439,5792.385291,0.2251,1.6529,478,489,4550.102249,0.1683,0.2095,528,539,3669.346526,0.781,1.6746,578,589,3022.071307,0.2115,0.5294
428.5,439.5,5818.300016,0.3278,1.7562,478.5,489.5,4570.990807,0.167,0.1576,528.5,539.5,3686.541036,0.7706,1.6302,578.5,589.5,3036.471586,0.2165,0.531
429,440,5844.155844,0.4862,1.8413,479,490,4591.836735,0.1804,0.2188,529,540,3703.703704,0.7464,1.6027,579,590,3050.847458,0.2194,0.5296
429.5,440.5,5869.952976,0.5654,1.9862,479.5,490.5,4612.640163,0.1984,0.2731,529.5,540.5,3720.834618,0.7207,1.567,579.5,590.5,3065.198984,0.2211,0.5295
430,441,5895.69161,0.6212,2.0869,480,491,4633.401222,0.2262,0.275,530,541,3737.933867,0.6931,1.5401,580,591,3079.526227,0.2246,0.5296
430.5,441.5,5921.371946,0.6603,2.1213,480.5,491.5,4654.120041,0.2827,0.2857,530.5,541.5,3755.001539,0.6754,1.4975,580.5,591.5,3093.829248,0.225,0.5297
431,442,5946.994182,0.7098,2.1351,481,492,4674.796748,0.2625,0.272,531,542,3772.03772,0.6538,1.4495,581,592,3108.108108,0.2265,0.5304
431.5,442.5,5972.558515,0.7088,2.1231,481.5,492.5,4695.431472,0.2539,0.294,531.5,542.5,3789.042499,0.6245,1.4194,581.5,592.5,3122.362869,0.228,0.5334
432,443,5998.06514,0.7181,2.0364,482,493,4716.024341,0.2275,0.3083,532,543,3806.015961,0.5924,1.385,582,593,3136.593592,0.2302,0.5355
432.5,443.5,6023.514254,0.6218,1.9463,482.5,493.5,4736.575481,0.2218,0.2827,532.5,543.5,3822.958193,0.5658,1.3524,582.5,593.5,3150.800337,0.2334,0.5361
433,444,6048.906049,0.6889,1.8758,483,494,4757.08502,0.1902,0.352,533,544,3839.869281,0.5418,1.3324,583,594,3164.983165,0.2344,0.5359
433.5,444.5,6074.24072,0.7022,1.8753,483.5,494.5,4777.553084,0.1646,0.3283,533.5,544.5,3856.749311,0.5148,1.3039,583.5,594.5,3179.142136,0.2347,0.5366
434,445,6099.518459,0.7267,1.7922,484,495,4797.979798,0.1789,0.3619,534,545,3873.598369,0.4915,1.296,584,595,3193.277311,0.2359,0.5382
434.5,445.5,6124.739458,0.7572,1.7946,484.5,495.5,4818.365288,0.1827,0.3834,534.5,545.5,3890.416539,0.4695,1.2945,584.5,595.5,3207.388749,0.2357,0.5405
435,446,6149.903908,0.7876,1.7264,485,496,4838.709677,0.2114,0.3695,535,546,3907.203907,0.4551,1.2657,585,596,3221.47651,0.2349,0.542
435.5,446.5,6175.011998,0.7669,1.6947,485.5,496.5,4859.013092,0.253,0.3571,535.5,546.5,3923.960557,0.4382,1.2585,585.5,596.5,3235.540654,0.2359,0.5433
436,447,6200.063918,0.7144,1.7472,486,497,4879.275654,0.2657,0.3438,536,547,3940.686573,0.4155,1.2499,586,597,3249.58124,0.2366,0.545
436.5,447.5,6225.059856,0.6586,1.7863,486.5,497.5,4899.497487,0.2652,0.3463,536.5,547.5,3957.38204,0.4143,1.2387,586.5,597.5,3263.598326,0.2372,0.5457
437,448,6250,0.6590,1.7516,487,498,4919.678715,0.2561,0.3619,537,548,3974.04704,0.4079,1.233,587,598,3277.591973,0.2371,0.546
437.5,448.5,6274.884536,0.5711,1.8490,487.5,498.5,4939.819458,0.2395,0.3868,537.5,548.5,3990.681657,0.3993,1.2238,587.5,598.5,3291.562239,0.2361,0.5468
438,449,6299.713649,0.5022,1.9418,488,499,4959.91984,0.1803,0.4285,538,549,4007.285974,0.3925,1.2211,588,599,3305.509182,0.2362,0.5464
438.5,449.5,6324.487526,0.4328,1.9567,488.5,499.5,4979.97998,0.2206,0.4121,538.5,549.5,4023.860075,0.384,1.2152,588.5,599.5,3319.432861,0.2364,0.5444
439,450,6349.206349,0.4416,1.8450,489,500,5000,0.2252,0.4035,539,550,4040.40404,0.3711,1.2254,589,600,3333.333333,0.235,0.5427
439.5,450.5,6373.870303,0.4515,1.7815,489.5,500.5,5019.98002,0.2741,0.4061,539.5,550.5,4056.917953,0.3607,1.2266,589.5,600.5,3347.210658,0.2347,0.5412
440,451,6398.479569,0.4687,1.7494,490,501,5039.92016,0.3149,0.4583,540,551,4073.401896,0.3588,1.2173,590,601,3361.064892,0.2359,0.5416
440.5,451.5,6423.03433,0.4323,1.7107,490.5,501.5,5059.820538,0.3916,0.4583,540.5,551.5,4089.855948,0.3497,1.2067,590.5,601.5,3374.896093,0.2361,0.5411
441,452,6447.534766,0.4190,1.7222,491,502,5079.681275,0.4284,0.4692,541,552,4106.280193,0.3299,1.1784,591,602,3388.704319,0.2358,0.5414
441.5,452.5,6471.981058,0.4496,1.7888,491.5,502.5,5099.502488,0.4422,0.4924,541.5,552.5,4122.674711,0.3144,1.1717,591.5,602.5,3402.489627,0.237,0.5412
442,453,6496.373384,0.5831,1.8161,492,503,5119.284294,0.4243,0.5696,542,553,4139.039582,0.3008,1.1456,592,603,3416.252073,0.2391,0.5406
442.5,453.5,6520.711923,0.6641,1.8674,492.5,503.5,5139.026812,0.3742,0.5788,542.5,553.5,4155.374887,0.2936,1.1289,592.5,603.5,3429.991715,0.2408,0.5418
443,454,6544.996853,0.6765,1.9345,493,504,5158.730159,0.2995,0.5399,543,554,4171.680706,0.285,1.1144,593,604,3443.708609,0.2425,0.5434
443.5,454.5,6569.228351,0.6554,1.9054,493.5,504.5,5178.39445,0.3091,0.5317,543.5,554.5,4187.957119,0.2749,1.0976,593.5,604.5,3457.402812,0.2452,0.545
444,455,6593.406593,0.5735,1.8497,494,505,5198.019802,0.3174,0.453,544,555,4204.204204,0.2631,1.1,594,605,3471.07438,0.2464,0.5488
444.5,455.5,6617.531755,0.4820,1.7999,494.5,505.5,5217.60633,0.3512,0.4479,544.5,555.5,4220.422042,0.2572,1.088,594.5,605.5,3484.723369,0.2485,0.5479
445,456,6641.60401,0.4749,1.7978,495,506,5237.15415,0.3911,0.4767,545,556,4236.610711,0.2506,1.0656,595,606,3498.349835,0.25,0.5476
445.5,456.5,6665.623533,0.4683,1.6964,495.5,506.5,5256.663376,0.4528,0.4746,545.5,556.5,4252.770291,0.255,1.0595,595.5,606.5,3511.953833,0.2516,0.5475
446,457,6689.590497,0.4733,1.6477,496,507,5276.134122,0.4346,0.5298,546,557,4268.900858,0.2563,1.0525,596,607,3525.53542,0.2523,0.5474
446.5,457.5,6713.505074,0.5164,1.6864,496.5,507.5,5295.566502,0.4851,0.6095,546.5,557.5,4285.002491,0.2557,1.045,596.5,607.5,3539.09465,0.2491,0.5468
447,458,6737.367436,0.5702,1.6682,497,508,5314.96063,0.4632,0.6816,547,558,4301.075269,0.2556,1.0378,597,608,3552.631579,0.2448,0.541
447.5,458.5,6761.177754,0.6027,1.6468,497.5,508.5,5334.316618,0.4229,0.6737,547.5,558.5,4317.119268,0.2576,1.0405,597.5,608.5,3566.146261,0.2399,0.5364
448,459,6784.936197,0.6020,1.6446,498,509,5353.634578,0.3846,0.6743,548,559,4333.134566,0.2579,1.0443,598,609,3579.638752,0.2352,0.5325
448.5,459.5,6808.642935,0.6051,1.6165,498.5,509.5,5372.914622,0.3699,0.6729,548.5,559.5,4349.121239,0.2488,1.0321,598.5,609.5,3593.109106,0.2274,0.5224
449,460,6832.298137,0.5951,1.5887,499,510,5392.156863,0.3602,0.6642,549,560,4365.079365,0.249,1.021,599,610,3606.557377,0.2188,0.5138
449.5,460.5,6855.90197,0.6714,1.4268,499.5,510.5,5411.36141,0.3183,0.6391,549.5,560.5,4381.00902,0.2483,0.9921,599.5,610.5,3619.98362,0.2123,0.505
450,461,6879.454602,0.7650,1.1650,500,511,5430.528376,0.33,0.686,550,561,4396.910279,0.25,1.051,600,611,3633.387889,0.2057,0.4985
,,,,,,,,,,,,,,,600.5,611.5,3646.770237,0.1979,0.4905
,,,,,,,,,,,,,,,601,612,3660.130719,0.1906,0.4841
,,,,,,,,,,,,,,,601.5,612.5,3673.469388,0.1878,0.4774
,,,,,,,,,,,,,,,602,613,3686.786297,0.1846,0.4698
,,,,,,,,,,,,,,,602.5,613.5,3700.0815,0.1815,0.4653
,,,,,,,,,,,,,,,603,614,3713.355049,0.1799,0.4594
,,,,,,,,,,,,,,,603.5,614.5,3726.606998,0.1793,0.4515
,,,,,,,,,,,,,,,604,615,3739.837398,0.1789,0.4458
,,,,,,,,,,,,,,,604.5,615.5,3753.046304,0.1802,0.4375
,,,,,,,,,,,,,,,605,616,3766.233766,0.1791,0.4325
,,,,,,,,,,,,,,,605.5,616.5,3779.399838,0.177,0.4241
,,,,,,,,,,,,,,,606,617,3792.544571,0.175,0.4146
,,,,,,,,,,,,,,,606.5,617.5,3805.668016,0.1681,0.4025
,,,,,,,,,,,,,,,607,618,3818.770227,0.1594,0.3886
,,,,,,,,,,,,,,,607.5,618.5,3831.851253,0.147,0.3787
,,,,,,,,,,,,,,,608,619,3844.911147,0.1347,0.3667
,,,,,,,,,,,,,,,608.5,619.5,3857.94996,0.1189,0.3516
,,,,,,,,,,,,,,,609,620,3870.967742,0.1046,0.3415
,,,,,,,,,,,,,,,609.5,620.5,3883.964545,0.0906,0.3327
,,,,,,,,,,,,,,,610,621,3896.940419,0.0764,0.3257
,,,,,,,,,,,,,,,610.5,621.5,3909.895414,0.0624,0.3191
,,,,,,,,,,,,,,,611,622,3922.829582,0.051,0.314
,,,,,,,,,,,,,,,611.5,622.5,3935.742972,0.0422,0.3093
,,,,,,,,,,,,,,,612,623,3948.635634,0.0326,0.3065
,,,,,,,,,,,,,,,612.5,623.5,3961.507618,0.0251,0.3062
,,,,,,,,,,,,,,,613,624,3974.358974,0.0191,0.3043
,,,,,,,,,,,,,,,613.5,624.5,3987.189752,0.0161,0.3035
,,,,,,,,,,,,,,,614,625,4000,0.0153,0.3054
,,,,,,,,,,,,,,,614.5,625.5,4012.789768,0.0148,0.3056
,,,,,,,,,,,,,,,615,626,4025.559105,0.0145,0.3058
,,,,,,,,,,,,,,,615.5,626.5,4038.308061,0.0154,0.3049
,,,,,,,,,,,,,,,616,627,4051.036683,0.0169,0.3038
,,,,,,,,,,,,,,,616.5,627.5,4063.74502,0.0163,0.3028
,,,,,,,,,,,,,,,617,628,4076.433121,0.0158,0.3023
,,,,,,,,,,,,,,,617.5,628.5,4089.101034,0.015,0.3011
,,,,,,,,,,,,,,,618,629,4101.748808,0.0159,0.3004
,,,,,,,,,,,,,,,618.5,629.5,4114.376489,0.0163,0.3006
,,,,,,,,,,,,,,,619,630,4126.984127,0.0174,0.2998
,,,,,,,,,,,,,,,619.5,630.5,4139.571768,0.0181,0.3001
,,,,,,,,,,,,,,,620,631,4152.139461,0.0191,0.2996
,,,,,,,,,,,,,,,620.5,631.5,4164.687253,0.0195,0.2987
,,,,,,,,,,,,,,,621,632,4177.21519,0.0204,0.2984
,,,,,,,,,,,,,,,621.5,632.5,4189.72332,0.0208,0.2993
,,,,,,,,,,,,,,,622,633,4202.21169,0.0211,0.3009
,,,,,,,,,,,,,,,622.5,633.5,4214.680347,0.0212,0.3016
,,,,,,,,,,,,,,,623,634,4227.129338,0.0214,0.3034
,,,,,,,,,,,,,,,623.5,634.5,4239.558708,0.0229,0.3054
,,,,,,,,,,,,,,,624,635,4251.968504,0.0244,0.3073
,,,,,,,,,,,,,,,624.5,635.5,4264.358773,0.0249,0.3087
,,,,,,,,,,,,,,,625,636,4276.72956,0.0273,0.3106
,,,,,,,,,,,,,,,625.5,636.5,4289.080911,0.0288,0.3123
,,,,,,,,,,,,,,,626,637,4301.412873,0.0301,0.3143
,,,,,,,,,,,,,,,626.5,637.5,4313.72549,0.0323,0.316
,,,,,,,,,,,,,,,627,638,4326.018809,0.0354,0.3175
,,,,,,,,,,,,,,,627.5,638.5,4338.292874,0.0372,0.3182
,,,,,,,,,,,,,,,628,639,4350.547731,0.0388,0.3197
,,,,,,,,,,,,,,,628.5,639.5,4362.783425,0.0405,0.3216
,,,,,,,,,,,,,,,629,640,4375,0.043,0.3231
,,,,,,,,,,,,,,,629.5,640.5,4387.197502,0.0445,0.3247
,,,,,,,,,,,,,,,630,641,4399.375975,0.045,0.3263
,,,,,,,,,,,,,,,630.5,641.5,4411.535464,0.0464,0.3278
,,,,,,,,,,,,,,,631,642,4423.676012,0.0473,0.3289
,,,,,,,,,,,,,,,631.5,642.5,4435.797665,0.0471,0.3317
,,,,,,,,,,,,,,,632,643,4447.900467,0.0465,0.3334
,,,,,,,,,,,,,,,632.5,643.5,4459.98446,0.0463,0.3346
,,,,,,,,,,,,,,,633,644,4472.049689,0.0469,0.3351
,,,,,,,,,,,,,,,633.5,644.5,4484.096199,0.0473,0.3349
,,,,,,,,,,,,,,,634,645,4496.124031,0.0475,0.3351
,,,,,,,,,,,,,,,634.5,645.5,4508.13323,0.0468,0.3359
,,,,,,,,,,,,,,,635,646,4520.123839,0.047,0.3363
,,,,,,,,,,,,,,,635.5,646.5,4532.095901,0.0456,0.3363
,,,,,,,,,,,,,,,636,647,4544.049459,0.0448,0.3371
,,,,,,,,,,,,,,,636.5,647.5,4555.984556,0.0457,0.3376
,,,,,,,,,,,,,,,637,648,4567.901235,0.0463,0.3371
,,,,,,,,,,,,,,,637.5,648.5,4579.799537,0.0458,0.3368
,,,,,,,,,,,,,,,638,649,4591.679507,0.0459,0.3387
,,,,,,,,,,,,,,,638.5,649.5,4603.541186,0.0462,0.3408
,,,,,,,,,,,,,,,639,650,4615.384615,0.0459,0.3421
,,,,,,,,,,,,,,,639.5,650.5,4627.209839,0.0452,0.343
,,,,,,,,,,,,,,,640,651,4639.016897,0.0451,0.3452
,,,,,,,,,,,,,,,640.5,651.5,4650.805833,0.0462,0.3471
,,,,,,,,,,,,,,,641,652,4662.576687,0.047,0.3488
,,,,,,,,,,,,,,,641.5,652.5,4674.329502,0.0479,0.3516
,,,,,,,,,,,,,,,642,653,4686.064319,0.049,0.3526
,,,,,,,,,,,,,,,642.5,653.5,4697.781178,0.0503,0.3531
,,,,,,,,,,,,,,,643,654,4709.480122,0.0521,0.3525
,,,,,,,,,,,,,,,643.5,654.5,4721.161192,0.0527,0.3537
,,,,,,,,,,,,,,,644,655,4732.824427,0.0537,0.3571
,,,,,,,,,,,,,,,644.5,655.5,4744.46987,0.0541,0.3588
,,,,,,,,,,,,,,,645,656,4756.097561,0.0542,0.3601
,,,,,,,,,,,,,,,645.5,656.5,4767.70754,0.0556,0.363
,,,,,,,,,,,,,,,646,657,4779.299848,0.057,0.3652
,,,,,,,,,,,,,,,646.5,657.5,4790.874525,0.0582,0.3675
,,,,,,,,,,,,,,,647,658,4802.431611,0.0596,0.3703
,,,,,,,,,,,,,,,647.5,658.5,4813.971147,0.0595,0.3722
,,,,,,,,,,,,,,,648,659,4825.493171,0.0599,0.3756
,,,,,,,,,,,,,,,648.5,659.5,4836.997726,0.0622,0.3808
,,,,,,,,,,,,,,,649,660,4848.484848,0.0628,0.385
,,,,,,,,,,,,,,,649.5,660.5,4859.95458,0.0647,0.3817
,,,,,,,,,,,,,,,650,661,4871.406959,0.073,0.393
