#,Arquivo:,C:/Documents,and,Settings/AULA/Desktop/Edmur,-,Giga/Ne_3.txt
#,Tensao,inicial:,10.0,,,
#,Tensao,final:,20.0,,,
#,Passo:,0.0242,,,,
1.000000000000000000e+01	3.350000000000000000e+02,,,,,,
1.002420000000000044e+01	3.350000000000000000e+02,,,,,,
1.004840000000000089e+01	3.360000000000000000e+02,,,,,,
1.007260000000000133e+01	3.370000000000000000e+02,,,,,,
1.009680000000000177e+01	3.390000000000000000e+02,,,,,,
1.012100000000000222e+01	3.400000000000000000e+02,,,,,,
1.014520000000000266e+01	3.410000000000000000e+02,,,,,,
1.016940000000000310e+01	3.410000000000000000e+02,,,,,,
1.019360000000000355e+01	3.420000000000000000e+02,,,,,,
1.021780000000000399e+01	3.430000000000000000e+02,,,,,,
1.024200000000000443e+01	3.440000000000000000e+02,,,,,,
1.026620000000000488e+01	3.440000000000000000e+02,,,,,,
1.029040000000000532e+01	3.450000000000000000e+02,,,,,,
1.031460000000000576e+01	3.460000000000000000e+02,,,,,,
1.033880000000000621e+01	3.470000000000000000e+02,,,,,,
1.036300000000000665e+01	3.480000000000000000e+02,,,,,,
1.038720000000000709e+01	3.480000000000000000e+02,,,,,,
1.041140000000000754e+01	3.490000000000000000e+02,,,,,,
1.043560000000000798e+01	3.490000000000000000e+02,,,,,,
1.045980000000000842e+01	3.500000000000000000e+02,,,,,,
1.048400000000000887e+01	3.490000000000000000e+02,,,,,,
1.050820000000000931e+01	3.500000000000000000e+02,,,,,,
1.053240000000000975e+01	3.500000000000000000e+02,,,,,,
1.055660000000001020e+01	3.510000000000000000e+02,,,,,,
1.058080000000001064e+01	3.510000000000000000e+02,,,,,,
1.060500000000001108e+01	3.520000000000000000e+02,,,,,,
1.062920000000001153e+01	3.520000000000000000e+02,,,,,,
1.065340000000001197e+01	3.520000000000000000e+02,,,,,,
1.067760000000001241e+01	3.520000000000000000e+02,,,,,,
1.070180000000001286e+01	3.510000000000000000e+02,,,,,,
1.072600000000001330e+01	3.520000000000000000e+02,,,,,,
1.075020000000001374e+01	3.520000000000000000e+02,,,,,,
1.077440000000001419e+01	3.520000000000000000e+02,,,,,,
1.079860000000001463e+01	3.520000000000000000e+02,,,,,,
1.082280000000001507e+01	3.520000000000000000e+02,,,,,,
1.084700000000001552e+01	3.520000000000000000e+02,,,,,,
1.087120000000001596e+01	3.520000000000000000e+02,,,,,,
1.089540000000001641e+01	3.530000000000000000e+02,,,,,,
1.091960000000001685e+01	3.530000000000000000e+02,,,,,,
1.094380000000001729e+01	3.520000000000000000e+02,,,,,,
1.096800000000001774e+01	3.520000000000000000e+02,,,,,,
1.099220000000001818e+01	3.520000000000000000e+02,,,,,,
1.101640000000001862e+01	3.520000000000000000e+02,,,,,,
1.104060000000001907e+01	3.530000000000000000e+02,,,,,,
1.106480000000001951e+01	3.530000000000000000e+02,,,,,,
1.108900000000001995e+01	3.530000000000000000e+02,,,,,,
1.111320000000002040e+01	3.540000000000000000e+02,,,,,,
1.113740000000002084e+01	3.550000000000000000e+02,,,,,,
1.116160000000002128e+01	3.550000000000000000e+02,,,,,,
1.118580000000002173e+01	3.550000000000000000e+02,,,,,,
1.121000000000002217e+01	3.560000000000000000e+02,,,,,,
