#,Arquivo:,C:/Documents,and,Settings/AULA/Desktop/FRANCK_HERTZ_2-02-12-2016/He_4.txt
#,Tensao,inicial:,1.0,
#,Tensao,final:,50.0,
#,Passo:,0.0605,,
1.000000000000000000e+00	1.023000000000000000e+03,,,,
1.060499999999999998e+00	1.023000000000000000e+03,,,,
1.120999999999999996e+00	1.023000000000000000e+03,,,,
1.181499999999999995e+00	1.023000000000000000e+03,,,,
1.241999999999999993e+00	1.023000000000000000e+03,,,,
1.302499999999999991e+00	1.023000000000000000e+03,,,,
1.362999999999999989e+00	1.023000000000000000e+03,,,,
1.423499999999999988e+00	1.023000000000000000e+03,,,,
1.483999999999999986e+00	1.023000000000000000e+03,,,,
1.544499999999999984e+00	1.023000000000000000e+03,,,,
1.604999999999999982e+00	1.023000000000000000e+03,,,,
1.665499999999999980e+00	1.023000000000000000e+03,,,,
1.725999999999999979e+00	1.023000000000000000e+03,,,,
1.786499999999999977e+00	1.023000000000000000e+03,,,,
1.846999999999999975e+00	1.023000000000000000e+03,,,,
1.907499999999999973e+00	1.023000000000000000e+03,,,,
1.967999999999999972e+00	1.023000000000000000e+03,,,,
2.028500000000000192e+00	1.023000000000000000e+03,,,,
2.089000000000000412e+00	1.023000000000000000e+03,,,,
2.149500000000000632e+00	1.023000000000000000e+03,,,,
2.210000000000000853e+00	1.023000000000000000e+03,,,,
2.270500000000001073e+00	1.023000000000000000e+03,,,,
2.331000000000001293e+00	1.023000000000000000e+03,,,,
2.391500000000001513e+00	1.023000000000000000e+03,,,,
2.452000000000001734e+00	1.023000000000000000e+03,,,,
2.512500000000001954e+00	1.023000000000000000e+03,,,,
2.573000000000002174e+00	1.023000000000000000e+03,,,,
2.633500000000002395e+00	1.023000000000000000e+03,,,,
2.694000000000002615e+00	1.023000000000000000e+03,,,,
2.754500000000002835e+00	1.023000000000000000e+03,,,,
2.815000000000003055e+00	1.023000000000000000e+03,,,,
2.875500000000003276e+00	1.023000000000000000e+03,,,,
2.936000000000003496e+00	1.023000000000000000e+03,,,,
2.996500000000003716e+00	1.023000000000000000e+03,,,,
3.057000000000003936e+00	1.023000000000000000e+03,,,,
3.117500000000004157e+00	1.023000000000000000e+03,,,,
3.178000000000004377e+00	1.023000000000000000e+03,,,,
3.238500000000004597e+00	1.023000000000000000e+03,,,,
3.299000000000004817e+00	1.023000000000000000e+03,,,,
3.359500000000005038e+00	1.023000000000000000e+03,,,,
3.420000000000005258e+00	1.023000000000000000e+03,,,,
3.480500000000005478e+00	1.023000000000000000e+03,,,,
3.541000000000005699e+00	1.023000000000000000e+03,,,,
3.601500000000005919e+00	1.023000000000000000e+03,,,,
3.662000000000006139e+00	1.023000000000000000e+03,,,,
3.722500000000006359e+00	1.023000000000000000e+03,,,,
3.783000000000006580e+00	1.023000000000000000e+03,,,,
3.843500000000006800e+00	1.023000000000000000e+03,,,,
3.904000000000007020e+00	1.023000000000000000e+03,,,,
3.964500000000007240e+00	1.023000000000000000e+03,,,,
4.025000000000007461e+00	1.023000000000000000e+03,,,,
4.085500000000007681e+00	1.023000000000000000e+03,,,,
4.146000000000007901e+00	1.023000000000000000e+03,,,,
4.206500000000008122e+00	1.023000000000000000e+03,,,,
4.267000000000008342e+00	1.023000000000000000e+03,,,,
4.327500000000008562e+00	1.023000000000000000e+03,,,,
4.388000000000008782e+00	1.023000000000000000e+03,,,,
4.448500000000009003e+00	1.023000000000000000e+03,,,,
4.509000000000009223e+00	1.023000000000000000e+03,,,,
4.569500000000009443e+00	1.023000000000000000e+03,,,,
4.630000000000009663e+00	1.023000000000000000e+03,,,,
4.690500000000009884e+00	1.023000000000000000e+03,,,,
4.751000000000010104e+00	1.023000000000000000e+03,,,,
4.811500000000010324e+00	1.023000000000000000e+03,,,,
4.872000000000010544e+00	1.023000000000000000e+03,,,,
4.932500000000010765e+00	1.023000000000000000e+03,,,,
4.993000000000010985e+00	1.023000000000000000e+03,,,,
5.053500000000011205e+00	1.023000000000000000e+03,,,,
5.114000000000011426e+00	1.023000000000000000e+03,,,,
5.174500000000011646e+00	1.023000000000000000e+03,,,,
5.235000000000011866e+00	1.023000000000000000e+03,,,,
5.295500000000012086e+00	1.023000000000000000e+03,,,,
5.356000000000012307e+00	1.023000000000000000e+03,,,,
5.416500000000012527e+00	1.023000000000000000e+03,,,,
5.477000000000012747e+00	1.023000000000000000e+03,,,,
