0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.222E-002,0
6.444E-002,0
6.444E-002,0
9.666E-002,0
0.12888,0
0.1611,0
0.19332,0
0.19332,0
0.22554,0
0.25776,0
0.28998,0
0.3222,0
0.35442,0
0.35442,0
0.38664,0
0.41886,0
0.45108,0
0.4833,0
0.51552,0
0.51552,0
0.57996,0
0.57996,0
0.61218,0
0.6444,0
0.67662,0
0.70884,0
0.74106,0
0.74106,0
0.77328,0
0.8055,0
0.83772,0
0.86994,1
0.90216,1
0.90216,1
0.9666,1
0.9666,1
0.99882,1
1.03104,1
1.06326,1
1.09548,1
1.1277,0
1.15992,0
1.15992,0
1.22436,0
1.22436,0
1.25658,0
1.2888,0
1.32102,0
1.35324,0
1.38546,0
1.38546,0
1.4499,0
1.4499,0
1.48212,0
1.51434,0
1.54656,0
1.57878,0
1.611,0
1.611,0
1.64322,0
1.67544,0
1.70766,0
1.73988,0
1.7721,0
1.80432,0
1.83654,0
1.86876,0
1.86876,0
1.9332,0
1.9332,0
1.96542,0
1.99764,0
2.02986,0
2.06208,0
2.0943,0
2.12652,0
2.15874,0
2.15874,0
2.19096,0
2.22318,0
2.2554,0
2.28762,0
2.31984,0
2.35206,0
2.38428,0
2.4165,0
2.44872,0
2.44872,0
2.48094,0
2.51316,0
2.54538,0
2.5776,0
2.60982,0
2.64204,0
2.67426,0
2.70648,0
2.7387,0
2.7387,0
2.77092,0
2.80314,0
2.83536,0
2.86758,0
2.8998,0
2.93202,0
2.96424,0
2.99646,0
3.02868,0
3.0609,0
3.09312,1
3.09312,1
3.12534,1
3.15756,1
3.18978,1
3.25422,1
3.28644,1
3.31866,1
3.35088,2
3.3831,2
3.3831,2
3.41532,2
3.44754,3
3.47976,3
3.51198,3
3.5442,4
3.57642,5
3.60864,6
3.64086,7
3.67308,7
3.7053,8
3.73752,8
3.76974,9
3.76974,10
3.80196,11
3.83418,11
3.8664,12
3.89862,13
3.93084,14
3.96306,15
3.99528,16
4.0275,17
4.05972,19
4.09194,20
4.09194,21
4.12416,23
4.15638,24
4.1886,26
4.22082,27
4.25304,29
4.28526,31
4.31748,32
4.3497,34
4.38192,36
4.41414,38
4.44636,40
4.44636,42
4.47858,44
4.5108,46
4.54302,48
4.57524,51
4.60746,53
4.63968,55
4.6719,58
4.70412,60
4.73634,63
4.76856,65
4.76856,68
4.80078,71
4.833,73
4.86522,76
4.89744,79
4.92966,82
4.96188,85
4.9941,88
5.02632,91
5.05854,94
5.09076,97
5.09076,101
5.12298,104
5.1552,107
5.18742,111
5.21964,114
5.25186,117
5.28408,121
5.3163,124
5.34852,128
5.38074,131
5.41296,135
