tempo,sinal_ac,corrente_1800,corrente_1698,corrente_1603,corrente_1902
0.002529,6.72,2.56,2.08,1.52,2.64
0.00253,6.72,2.56,2.08,1.52,2.64
0.002531,6.72,2.56,2.08,1.52,2.64
0.002532,6.72,2.56,2.08,1.52,2.64
0.002533,6.72,2.56,2.08,1.52,2.64
0.002534,6.72,2.56,2.08,1.52,2.64
0.002535,6.72,2.56,2.08,1.52,2.64
0.002536,6.72,2.56,2.16,1.52,2.64
0.002537,6.72,2.56,2.08,1.52,2.64
0.002538,6.8,2.56,2.16,1.52,2.64
0.002539,6.8,2.56,2.16,1.52,2.64
0.00254,6.8,2.56,2.16,1.52,2.64
0.002541,6.8,2.56,2.16,1.52,2.64
0.002542,6.8,2.56,2.16,1.52,2.72
0.002543,6.8,2.56,2.16,1.52,2.72
0.002544,6.8,2.56,2.16,1.52,2.72
0.002545,6.8,2.56,2.16,1.52,2.72
0.002546,6.8,2.56,2.16,1.52,2.72
0.002547,6.8,2.56,2.16,1.52,2.72
0.002548,6.8,2.56,2.16,1.52,2.72
0.002549,6.8,2.56,2.16,1.52,2.72
0.00255,6.8,2.56,2.16,1.52,2.72
0.002551,6.8,2.56,2.16,1.52,2.72
0.002552,6.8,2.56,2.16,1.52,2.72
0.002553,6.8,2.56,2.16,1.52,2.72
0.002554,6.8,2.56,2.16,1.52,2.72
0.002555,6.8,2.56,2.16,1.6,2.72
0.002556,6.8,2.56,2.16,1.6,2.72
0.002557,6.8,2.56,2.16,1.52,2.72
0.002558,6.8,2.56,2.16,1.6,2.72
0.002559,6.8,2.56,2.16,1.6,2.72
0.00256,6.88,2.56,2.16,1.6,2.72
0.002561,6.88,2.64,2.16,1.6,2.72
0.002562,6.88,2.64,2.16,1.6,2.72
0.002563,6.88,2.64,2.16,1.6,2.72
0.002564,6.88,2.64,2.24,1.6,2.8
0.002565,6.88,2.64,2.24,1.6,2.8
0.002566,6.88,2.64,2.24,1.6,2.8
0.002567,6.88,2.64,2.24,1.6,2.8
0.002568,6.88,2.64,2.24,1.6,2.8
0.002569,6.88,2.64,2.24,1.6,2.8
0.00257,6.88,2.64,2.24,1.6,2.8
0.002571,6.88,2.64,2.24,1.6,2.8
0.002572,6.88,2.64,2.24,1.6,2.8
0.002573,6.88,2.64,2.24,1.6,2.8
0.002574,6.96,2.64,2.24,1.6,2.8
0.002575,6.96,2.64,2.24,1.6,2.8
0.002576,6.96,2.64,2.24,1.6,2.8
0.002577,6.96,2.64,2.24,1.6,2.8
0.002578,6.96,2.64,2.24,1.6,2.8
0.002579,6.96,2.64,2.24,1.6,2.8
0.00258,6.96,2.64,2.24,1.6,2.8
0.002581,6.96,2.64,2.24,1.6,2.8
0.002582,6.96,2.64,2.24,1.6,2.8
0.002583,6.96,2.64,2.24,1.6,2.8
0.002584,6.96,2.64,2.24,1.6,2.8
0.002585,6.96,2.64,2.24,1.6,2.8
0.002586,6.96,2.64,2.24,1.6,2.8
0.002587,7.04,2.64,2.24,1.6,2.8
0.002588,7.04,2.64,2.24,1.6,2.8
0.002589,7.04,2.72,2.24,1.6,2.8
0.00259,7.04,2.72,2.24,1.6,2.8
0.002591,7.04,2.72,2.24,1.6,2.8
0.002592,7.04,2.72,2.24,1.6,2.8
0.002593,7.04,2.72,2.24,1.6,2.88
0.002594,7.04,2.72,2.24,1.6,2.88
0.002595,7.04,2.72,2.24,1.6,2.88
0.002596,7.04,2.72,2.24,1.68,2.88
0.002597,7.04,2.72,2.24,1.6,2.88
0.002598,7.04,2.72,2.32,1.6,2.88
0.002599,7.04,2.72,2.32,1.68,2.88
0.0026,7.12,2.72,2.32,1.68,2.88
0.002601,7.12,2.72,2.32,1.68,2.88
0.002602,7.12,2.72,2.32,1.68,2.88
0.002603,7.12,2.72,2.32,1.68,2.88
0.002604,7.12,2.72,2.32,1.68,2.88
0.002605,7.12,2.72,2.32,1.68,2.88
0.002606,7.12,2.72,2.32,1.68,2.88
0.002607,7.12,2.72,2.32,1.68,2.88
0.002608,7.12,2.72,2.32,1.68,2.88
0.002609,7.12,2.72,2.32,1.68,2.88
0.00261,7.12,2.72,2.32,1.68,2.88
0.002611,7.12,2.72,2.32,1.68,2.88
0.002612,7.12,2.72,2.32,1.68,2.88
0.002613,7.12,2.72,2.32,1.68,2.88
0.002614,7.12,2.72,2.32,1.68,2.96
0.002615,7.2,2.72,2.32,1.68,2.88
0.002616,7.2,2.72,2.32,1.68,2.88
0.002617,7.2,2.8,2.32,1.68,2.88
0.002618,7.2,2.8,2.32,1.68,2.96
0.002619,7.2,2.8,2.32,1.68,2.96
0.00262,7.2,2.8,2.32,1.68,2.96
0.002621,7.2,2.8,2.32,1.68,2.96
0.002622,7.2,2.8,2.32,1.68,2.96
0.002623,7.2,2.8,2.32,1.68,2.96
0.002624,7.2,2.8,2.32,1.68,2.96
0.002625,7.2,2.8,2.32,1.68,2.96
0.002626,7.2,2.8,2.32,1.68,2.96
0.002627,7.2,2.8,2.32,1.68,2.96
0.002628,7.28,2.8,2.4,1.68,2.96
0.002629,7.28,2.8,2.4,1.68,2.96
0.00263,7.28,2.8,2.32,1.68,2.96
0.002631,7.28,2.8,2.4,1.68,2.96
0.002632,7.28,2.8,2.4,1.68,2.96
0.002633,7.28,2.8,2.4,1.68,2.96
0.002634,7.28,2.8,2.4,1.68,2.96
0.002635,7.28,2.8,2.4,1.68,2.96
0.002636,7.28,2.8,2.4,1.68,2.96
0.002637,7.28,2.8,2.4,1.68,2.96
0.002638,7.28,2.8,2.4,1.68,3.04
0.002639,7.28,2.8,2.4,1.68,3.04
0.00264,7.28,2.8,2.4,1.68,3.04
0.002641,7.28,2.88,2.4,1.76,3.04
0.002642,7.28,2.88,2.4,1.76,3.04
0.002643,7.36,2.88,2.4,1.76,3.04
0.002644,7.36,2.88,2.4,1.76,3.04
0.002645,7.36,2.88,2.4,1.76,3.04
0.002646,7.36,2.88,2.4,1.76,3.04
0.002647,7.36,2.88,2.4,1.76,3.04
0.002648,7.36,2.88,2.4,1.76,3.04
0.002649,7.36,2.88,2.4,1.76,3.04
0.00265,7.36,2.88,2.4,1.76,3.04
0.002651,7.36,2.88,2.4,1.76,3.04
0.002652,7.36,2.88,2.4,1.76,3.04
0.002653,7.36,2.88,2.4,1.76,3.04
0.002654,7.36,2.88,2.4,1.76,3.04
0.002655,7.36,2.88,2.4,1.76,3.04
0.002656,7.36,2.88,2.4,1.76,3.04
0.002657,7.44,2.88,2.4,1.76,3.04
0.002658,7.44,2.88,2.4,1.76,3.04
0.002659,7.44,2.88,2.48,1.76,3.04
0.00266,7.44,2.88,2.48,1.76,3.04
0.002661,7.44,2.88,2.48,1.76,3.04
0.002662,7.44,2.88,2.48,1.76,3.04
0.002663,7.44,2.88,2.48,1.76,3.04
0.002664,7.44,2.88,2.48,1.76,3.04
0.002665,7.44,2.88,2.48,1.76,3.04
0.002666,7.44,2.88,2.48,1.76,3.04
0.002667,7.44,2.88,2.48,1.76,3.04
0.002668,7.44,2.88,2.48,1.76,3.04
0.002669,7.44,2.96,2.48,1.76,3.04
0.00267,7.44,2.96,2.48,1.76,3.04
0.002671,7.52,2.96,2.48,1.76,3.04
0.002672,7.52,2.96,2.48,1.76,3.12
0.002673,7.52,2.96,2.48,1.76,3.12
0.002674,7.52,2.96,2.48,1.76,3.12
0.002675,7.52,2.96,2.48,1.76,3.12
0.002676,7.52,2.96,2.48,1.76,3.12
0.002677,7.52,2.96,2.48,1.76,3.12
0.002678,7.52,2.96,2.48,1.76,3.12
0.002679,7.52,2.96,2.48,1.76,3.12
0.00268,7.52,2.96,2.48,1.76,3.12
0.002681,7.52,2.96,2.48,1.76,3.12
0.002682,7.52,2.96,2.48,1.76,3.12
0.002683,7.52,2.96,2.48,1.76,3.12
0.002684,7.52,2.96,2.48,1.76,3.12
0.002685,7.6,2.96,2.48,1.76,3.2
0.002686,7.6,2.96,2.48,1.84,3.2
0.002687,7.6,2.96,2.48,1.84,3.2
0.002688,7.6,2.96,2.48,1.84,3.2
0.002689,7.6,2.96,2.48,1.84,3.2
0.00269,7.6,2.96,2.48,1.84,3.2
0.002691,7.6,2.96,2.48,1.84,3.2
0.002692,7.6,2.96,2.48,1.84,3.2
0.002693,7.6,2.96,2.48,1.84,3.2
0.002694,7.6,2.96,2.56,1.84,3.2
0.002695,7.6,2.96,2.56,1.84,3.2
0.002696,7.6,2.96,2.56,1.84,3.2
0.002697,7.6,2.96,2.56,1.84,3.2
0.002698,7.6,2.96,2.56,1.84,3.2
0.002699,7.68,3.04,2.56,1.84,3.2
0.0027,7.68,3.04,2.56,1.84,3.2
0.002701,7.68,3.04,2.56,1.84,3.2
0.002702,7.68,3.04,2.56,1.84,3.2
0.002703,7.68,3.04,2.56,1.84,3.2
0.002704,7.68,3.04,2.56,1.84,3.2
0.002705,7.68,3.04,2.56,1.84,3.2
0.002706,7.68,3.04,2.56,1.84,3.2
0.002707,7.68,3.04,2.56,1.84,3.2
0.002708,7.68,3.04,2.56,1.84,3.2
0.002709,7.68,3.04,2.56,1.84,3.2
