tempo,tensão_1,corrente_1,tensão_2,corrente_2,tensão_3,corrente_3,tensão_4,corrente_4
0.01084,-2.8,0,-3.8,0,11.2,4.16,8.8,0.34
0.01085,-2.8,0,-3.6,0,11.2,4.16,8.8,0.34
0.01086,-2.8,0,-3.6,0,11.2,4.16,8.8,0.36
0.01087,-2.6,0,-3.6,0,11.2,4.16,9,0.36
0.01088,-2.6,0,-3.6,0,11.2,4.16,9,0.34
0.01089,-2.6,0,-3.6,0.08,11.2,4.16,9,0.36
0.0109,-2.4,0,-3.4,0,11.2,4.16,9,0.36
0.01091,-2.4,0,-3.4,0,11.2,4.16,9.2,0.36
0.01092,-2.2,0,-3.4,0,11.2,4.16,9.2,0.36
0.01093,-2.2,0,-3.4,0.08,11.2,4.16,9.2,0.36
0.01094,-2.2,0,-3.2,0.08,11.2,4.16,9.2,0.36
0.01095,-2,0,-3.2,0.08,11.2,4.16,9.2,0.36
0.01096,-2,0,-3.2,0.08,11.2,4.16,9.4,0.36
0.01097,-2,0,-3.2,0.08,11.2,4.16,9.4,0.36
0.01098,-1.8,0,-3,0.08,11.2,4.08,9.4,0.34
0.01099,-1.8,0,-3,0,11.2,4.16,9.4,0.36
0.011,-1.8,0,-3,0,11.2,4.16,9.4,0.38
0.01101,-1.8,0,-3,0.08,11.2,4.16,9.6,0.38
0.01102,-1.6,0,-2.8,0.08,11.2,4.16,9.6,0.36
0.01103,-1.6,0,-2.8,0.08,11.2,4.16,9.6,0.36
0.01104,-1.6,0,-2.8,0,11.2,4.16,9.6,0.4
0.01105,-1.4,0,-2.8,0.08,11.2,4.16,9.6,0.4
0.01106,-1.4,0,-2.8,0.08,11.2,4.16,9.6,0.36
0.01107,-1.2,0,-2.8,0.08,11.2,4.16,9.8,0.34
0.01108,-1.2,0,-2.6,0.08,11.2,4.16,9.8,0.38
0.01109,-1.2,0,-2.6,0.08,11.2,4.16,9.8,0.4
0.0111,-1,0,-2.6,0.08,11.2,4.16,9.8,0.38
0.01111,-1,0,-2.6,0.08,11.2,4.16,9.8,0.36
0.01112,-1,0,-2.4,0.08,11.2,4.16,9.8,0.36
0.01113,-0.8,0,-2.4,0.08,11.2,4.16,10,0.38
0.01114,-0.8,0,-2.4,0.08,11,4.16,10,0.38
0.01115,-0.8,0,-2.4,0.08,11,4.16,10,0.38
0.01116,-0.6,0,-2.2,0.08,11,4.16,10,0.38
0.01117,-0.6,0,-2.2,0.08,11,4.16,10,0.38
0.01118,-0.6,0,-2.2,0.08,11,4.16,10.2,0.38
0.01119,-0.4,0,-2.2,0.08,11,4.16,10.2,0.38
0.0112,-0.4,0,-2,0,11,4.16,10.2,0.38
0.01121,-0.4,0,-2,0,11,4.16,10.2,0.36
0.01122,-0.2,0,-2,0.08,11,4.16,10.2,0.36
0.01123,-0.2,0,-2,0.08,11,4.16,10.2,0.36
0.01124,0,0,-2,0,11,4.16,10.2,0.38
0.01125,0,0,-1.8,0,11,4.16,10.2,0.38
0.01126,0,0.08,-1.8,0,11,4.08,10.4,0.36
0.01127,0.2,0.08,-1.8,0.08,11,4.16,10.4,0.36
0.01128,0.2,0.08,-1.8,0.08,11,4.16,10.4,0.4
0.01129,0.2,0.08,-1.8,0.08,11,4.16,10.4,0.4
0.0113,0.4,0.08,-1.6,0,11,4.16,10.4,0.4
0.01131,0.4,0.08,-1.6,0,11,4.16,10.4,0.38
0.01132,0.4,0.08,-1.6,0,11,4.16,10.6,0.36
0.01133,0.6,0.08,-1.6,0.08,11,4.16,10.6,0.36
0.01134,0.6,0.08,-1.6,0.08,11,4.16,10.6,0.38
0.01135,0.6,0,-1.4,0,11,4.16,10.6,0.38
0.01136,0.8,0.08,-1.4,0,11,4.16,10.6,0.38
0.01137,0.8,0.08,-1.4,0,11,4.16,10.6,0.36
0.01138,0.8,0.08,-1.4,0.08,11,4.16,10.6,0.38
0.01139,0.8,0.08,-1.2,0,11,4.16,10.6,0.38
0.0114,1,0.08,-1.2,0,11,4.16,10.6,0.38
0.01141,1,0.08,-1.2,0,11,4.16,10.6,0.38
0.01142,1.2,0.08,-1.2,0,11,4.16,10.8,0.38
0.01143,1.2,0.08,-1,0,11,4.16,10.8,0.38
0.01144,1.2,0.08,-1,0,11,4.16,10.8,0.38
0.01145,1.4,0.08,-1,0,11,4.16,10.8,0.38
0.01146,1.4,0.08,-1,0,11,4.16,10.8,0.36
0.01147,1.4,0.08,-1,0,11,4.16,10.8,0.36
0.01148,1.6,0.08,-0.8,0,11,4.16,10.8,0.38
0.01149,1.6,0.08,-0.8,0,11,4.16,10.8,0.4
0.0115,1.6,0.08,-0.8,0,11,4.16,10.8,0.38
0.01151,1.8,0.08,-0.8,0,11,4.16,10.8,0.36
0.01152,1.8,0.16,-0.6,0,11,4.16,11,0.4
0.01153,2,0.16,-0.6,0,11,4.16,11,0.42
0.01154,2,0.16,-0.6,0,11,4.16,11,0.38
0.01155,2,0.16,-0.6,0,11,4.16,11,0.36
0.01156,2.2,0.16,-0.4,0,11,4.16,11,0.38
0.01157,2.2,0.24,-0.4,0,11,4.16,11,0.38
0.01158,2.2,0.24,-0.4,0,11,4.16,11,0.4
0.01159,2.4,0.24,-0.4,0,11,4.16,11,0.36
0.0116,2.4,0.24,-0.4,0,11,4.16,11,0.38
0.01161,2.4,0.32,-0.2,0,11,4.16,11,0.38
0.01162,2.4,0.32,-0.2,0,11,4.16,11,0.4
0.01163,2.6,0.32,-0.2,0,11,4.16,11,0.38
0.01164,2.6,0.4,-0.2,0,11,4.16,11,0.38
0.01165,2.6,0.4,0,0,11,4.16,11,0.38
0.01166,2.8,0.4,0,0,10.8,4.16,11,0.36
0.01167,2.8,0.4,0,0,10.8,4.08,11,0.38
0.01168,2.8,0.4,0,0,10.8,4.16,11,0.38
0.01169,3,0.48,0,0,10.8,4.16,11,0.38
0.0117,3,0.48,0.2,0,10.8,4.16,11,0.38
0.01171,3,0.56,0.2,0,10.8,4.16,11,0.38
0.01172,3.2,0.56,0.2,0,10.8,4.16,11,0.38
0.01173,3.2,0.56,0.2,0,10.8,4.16,11.2,0.38
0.01174,3.2,0.56,0.4,0,10.8,4.16,11.2,0.38
0.01175,3.4,0.64,0.4,0,10.8,4.16,11.2,0.38
0.01176,3.4,0.64,0.4,0,10.8,4.16,11.2,0.38
0.01177,3.4,0.72,0.4,0,10.8,4.16,11.2,0.38
0.01178,3.6,0.72,0.4,0,10.8,4.16,11.2,0.4
0.01179,3.6,0.72,0.4,0,10.8,4.16,11.2,0.42
0.0118,3.6,0.72,0.6,0,10.8,4.16,11.2,0.4
0.01181,3.8,0.8,0.6,0.08,10.8,4.16,11.2,0.38
0.01182,3.8,0.8,0.6,0.08,10.8,4.16,11.2,0.36
0.01183,3.8,0.8,0.6,0,10.8,4.16,11.2,0.38
0.01184,4,0.88,0.8,0,10.8,4.16,11.2,0.4
0.01185,4,0.88,0.8,0.08,10.8,4.16,11.2,0.38
0.01186,4,0.96,0.8,0.08,10.8,4.16,11.2,0.38
0.01187,4.2,0.96,0.8,0,10.8,4.16,11.2,0.38
0.01188,4.2,0.96,0.8,0,10.8,4.16,11.2,0.4
0.01189,4.2,0.96,0.8,0.08,10.8,4.16,11.2,0.38
0.0119,4.4,1.04,1,0.08,10.8,4.16,11.2,0.38
0.01191,4.4,1.04,1,0.08,10.8,4.16,11.2,0.38
0.01192,4.4,1.04,1,0.08,10.8,4.16,11.2,0.38
0.01193,4.6,1.12,1,0.08,10.8,4.16,11.2,0.4
0.01194,4.6,1.12,1.2,0.08,10.8,4.16,11.2,0.4
0.01195,4.6,1.12,1.2,0.08,10.8,4.16,11.2,0.38
0.01196,4.6,1.2,1.2,0.08,10.8,4.16,11.2,0.38
0.01197,4.6,1.2,1.2,0.16,10.8,4.16,11.2,0.38
0.01198,4.8,1.2,1.2,0.08,10.8,4.16,11.2,0.4
0.01199,4.8,1.28,1.4,0.08,10.8,4.16,11.2,0.4
0.012,4.8,1.28,1.4,0.08,10.8,4.16,11.2,0.4
0.01201,5,1.28,1.4,0.16,10.8,4.16,11.2,0.4
0.01202,5,1.36,1.4,0.16,10.8,4.16,11.2,0.4
0.01203,5,1.36,1.6,0.08,10.8,4.16,11.2,0.42
0.01204,5,1.36,1.6,0.16,10.8,4.16,11.2,0.42
0.01205,5.2,1.44,1.6,0.16,10.8,4.16,11.2,0.4
0.01206,5.2,1.44,1.6,0.16,10.8,4.08,11.2,0.36
0.01207,5.2,1.44,1.8,0.16,10.8,4.16,11.2,0.38
0.01208,5.4,1.52,1.8,0.16,10.8,4.16,11.2,0.42
0.01209,5.4,1.52,1.8,0.16,10.6,4.16,11,0.42
0.0121,5.4,1.52,1.8,0.16,10.6,4.16,11,0.38
0.01211,5.6,1.52,1.8,0.24,10.6,4.16,11,0.36
0.01212,5.6,1.6,2,0.24,10.6,4.16,11,0.38
0.01213,5.6,1.6,2,0.24,10.6,4.16,11,0.4
0.01214,5.8,1.6,2,0.24,10.6,4.16,11,0.38
0.01215,5.8,1.68,2,0.24,10.6,4.08,11,0.38
0.01216,5.8,1.68,2.2,0.24,10.6,4.16,11,0.38
0.01217,5.8,1.76,2.2,0.24,10.6,4.16,11,0.38
0.01218,6,1.76,2.2,0.24,10.6,4.16,11,0.4
0.01219,6,1.76,2.2,0.24,10.6,4.16,11,0.38
0.0122,6,1.76,2.2,0.32,10.6,4.16,11,0.38
0.01221,6.2,1.84,2.4,0.32,10.6,4.16,11,0.38
0.01222,6.2,1.84,2.4,0.4,10.6,4.16,11,0.38
0.01223,6.2,1.92,2.4,0.32,10.6,4.16,10.8,0.4
0.01224,6.4,1.92,2.4,0.32,10.6,4.16,10.8,0.38
0.01225,6.4,1.92,2.4,0.4,10.6,4.16,10.8,0.38
0.01226,6.4,2,2.4,0.4,10.6,4.16,10.8,0.38
0.01227,6.4,2,2.6,0.4,10.6,4.16,10.8,0.4
0.01228,6.6,2,2.6,0.4,10.6,4.16,10.8,0.38
0.01229,6.6,2,2.6,0.4,10.6,4.08,10.8,0.38
0.0123,6.6,2,2.6,0.4,10.6,4.08,10.8,0.38
0.01231,6.6,2.08,2.8,0.48,10.6,4.16,10.8,0.38
0.01232,6.8,2.08,2.8,0.48,10.6,4.16,10.8,0.38
0.01233,6.8,2.08,2.8,0.48,10.6,4.16,10.6,0.38
0.01234,6.8,2.08,2.8,0.48,10.6,4.08,10.6,0.38
0.01235,6.8,2.16,2.8,0.48,10.6,4.16,10.6,0.38
0.01236,6.8,2.24,2.8,0.48,10.6,4.16,10.6,0.38
0.01237,7,2.24,3,0.56,10.6,4.16,10.6,0.36
0.01238,7,2.24,3,0.56,10.6,4.16,10.6,0.38
0.01239,7,2.24,3,0.64,10.6,4.16,10.6,0.38
0.0124,7.2,2.32,3,0.64,10.6,4.16,10.6,0.38
0.01241,7.2,2.32,3.2,0.64,10.6,4.16,10.4,0.38
0.01242,7.2,2.32,3.2,0.64,10.6,4.16,10.4,0.38
0.01243,7.2,2.32,3.2,0.64,10.6,4.16,10.4,0.38
0.01244,7.4,2.4,3.2,0.64,10.6,4.16,10.4,0.38
0.01245,7.4,2.4,3.2,0.64,10.6,4.16,10.4,0.38
0.01246,7.4,2.4,3.4,0.72,10.6,4.16,10.4,0.38
0.01247,7.4,2.48,3.4,0.72,10.6,4.16,10.4,0.38
0.01248,7.4,2.48,3.4,0.72,10.6,4.16,10.2,0.38
0.01249,7.6,2.48,3.4,0.72,10.6,4.16,10.2,0.38
0.0125,7.6,2.48,3.6,0.8,10.6,4.16,10.2,0.38
0.01251,7.6,2.56,3.6,0.8,10.6,4.08,10.2,0.36
0.01252,7.8,2.56,3.6,0.8,10.4,4.16,10.2,0.36
0.01253,7.8,2.56,3.6,0.8,10.4,4.16,10.2,0.38
0.01254,7.8,2.56,3.6,0.8,10.4,4.16,10,0.4
0.01255,7.8,2.56,3.8,0.88,10.4,4.16,10,0.4
0.01256,8,2.64,3.8,0.88,10.4,4.16,10,0.36
0.01257,8,2.72,3.8,0.88,10.4,4.16,10,0.36
0.01258,8,2.72,3.8,0.88,10.4,4.16,10,0.38
0.01259,8,2.72,4,0.88,10.4,4.16,10,0.4
0.0126,8,2.72,4,0.96,10.4,4.16,10,0.38
0.01261,8.2,2.8,4,0.96,10.4,4.16,9.8,0.36
0.01262,8.2,2.8,4,0.96,10.4,4.16,9.8,0.36
0.01263,8.2,2.8,4,0.96,10.4,4.16,9.8,0.38
0.01264,8.2,2.8,4.2,1.04,10.4,4.16,9.8,0.38
0.01265,8.4,2.8,4.2,1.04,10.4,4.16,9.8,0.38
0.01266,8.4,2.8,4.2,1.04,10.4,4.16,9.6,0.36
0.01267,8.4,2.88,4.2,1.04,10.4,4.16,9.6,0.38
0.01268,8.4,2.88,4.2,1.04,10.4,4.16,9.6,0.4
0.01269,8.4,2.88,4.4,1.12,10.4,4.16,9.6,0.38
0.0127,8.6,2.88,4.4,1.12,10.4,4.08,9.6,0.36
0.01271,8.6,2.96,4.4,1.12,10.4,4.16,9.6,0.36
0.01272,8.6,2.96,4.4,1.12,10.4,4.16,9.4,0.36
0.01273,8.6,2.96,4.6,1.2,10.4,4.16,9.4,0.36
0.01274,8.6,2.96,4.6,1.2,10.4,4.16,9.4,0.36
0.01275,8.6,3.04,4.6,1.2,10.4,4.16,9.4,0.36
0.01276,8.6,3.04,4.6,1.2,10.4,4.16,9.4,0.38
0.01277,8.8,3.04,4.6,1.28,10.4,4.16,9.2,0.38
0.01278,8.8,3.04,4.6,1.28,10.4,4.16,9.2,0.36
0.01279,8.8,3.12,4.6,1.28,10.4,4.16,9.2,0.36
0.0128,8.8,3.12,4.6,1.28,10.4,4.16,9.2,0.36
0.01281,8.8,3.12,4.8,1.36,10.4,4.16,9.2,0.38
0.01282,8.8,3.12,4.8,1.36,10.4,4.16,9,0.36
0.01283,8.8,3.12,4.8,1.36,10.4,4.16,9,0.36
0.01284,9,3.2,4.8,1.36,10.4,4.16,9,0.36
0.01285,9,3.2,4.8,1.36,10.4,4.16,9,0.36
0.01286,9,3.2,5,1.44,10.4,4.16,8.8,0.36
0.01287,9,3.2,5,1.44,10.4,4.16,8.8,0.36
0.01288,9,3.2,5,1.44,10.4,4.16,8.8,0.36
0.01289,9,3.28,5,1.44,10.2,4.16,8.8,0.36
0.0129,9.2,3.28,5.2,1.52,10.2,4.16,8.8,0.36
0.01291,9.2,3.28,5.2,1.52,10.2,4.16,8.8,0.36
0.01292,9.2,3.28,5.2,1.52,10.2,4.16,8.6,0.34
0.01293,9.2,3.28,5.2,1.6,10.2,4.16,8.6,0.34
0.01294,9.2,3.36,5.2,1.6,10.2,4.16,8.6,0.36
0.01295,9.2,3.36,5.4,1.6,10.2,4.16,8.6,0.34
0.01296,9.4,3.36,5.4,1.6,10.2,4.16,8.6,0.34
0.01297,9.4,3.36,5.4,1.68,10.2,4.16,8.6,0.36
0.01298,9.4,3.36,5.4,1.68,10.2,4.16,8.4,0.34
0.01299,9.4,3.44,5.4,1.6,10.2,4.16,8.4,0.36
0.013,9.4,3.44,5.6,1.68,10.2,4.16,8.4,0.36
0.01301,9.4,3.44,5.6,1.68,10.2,4.16,8.4,0.38
0.01302,9.6,3.44,5.6,1.68,10.2,4.16,8.2,0.36
0.01303,9.6,3.44,5.6,1.68,10.2,4.16,8.2,0.34
0.01304,9.6,3.44,5.8,1.76,10.2,4.16,8.2,0.32
0.01305,9.6,3.52,5.8,1.76,10.2,4.16,8.2,0.34
0.01306,9.6,3.52,5.8,1.76,10.2,4.16,8,0.36
0.01307,9.6,3.52,5.8,1.84,10.2,4.16,8,0.36
0.01308,9.6,3.52,5.8,1.84,10.2,4.08,8,0.34
0.01309,9.6,3.52,6,1.84,10.2,4.08,8,0.34
0.0131,9.8,3.52,6,1.84,10.2,4.16,7.8,0.34
0.01311,9.8,3.6,6,1.84,10.2,4.16,7.8,0.34
0.01312,9.8,3.6,6,1.92,10.2,4.16,7.8,0.34
0.01313,9.8,3.6,6,1.92,10.2,4.16,7.8,0.34
0.01314,9.8,3.6,6.2,1.92,10.2,4.16,7.6,0.34
0.01315,9.8,3.6,6.2,1.92,10.2,4.16,7.6,0.34
0.01316,9.8,3.6,6.2,2,10.2,4.16,7.6,0.36
0.01317,9.8,3.68,6.2,2,10.2,4.16,7.4,0.34
0.01318,9.8,3.68,6.4,2,10.2,4.16,7.4,0.32
0.01319,10,3.68,6.4,2,10.2,4.16,7.4,0.34
0.0132,10,3.68,6.4,2,10.2,4.16,7.4,0.32
0.01321,10,3.68,6.4,2.08,10.2,4.16,7.2,0.32
0.01322,10,3.68,6.4,2.08,10.2,4.16,7.2,0.34
0.01323,10,3.76,6.6,2.08,10.2,4.16,7.2,0.34
0.01324,10,3.76,6.6,2.08,10.2,4.16,7,0.32
0.01325,10,3.76,6.6,2.08,10.2,4.16,7,0.32
0.01326,10,3.76,6.6,2.16,10.2,4.16,7,0.34
0.01327,10,3.84,6.6,2.16,10.2,4.16,7,0.36
0.01328,10,3.84,6.8,2.16,10.2,4.16,6.8,0.34
0.01329,10.2,3.76,6.8,2.16,10.2,4.16,6.8,0.32
0.0133,10.2,3.76,6.8,2.24,10.2,4.16,6.8,0.32
0.01331,10.2,3.84,6.8,2.24,10.2,4.16,6.8,0.34
0.01332,10.2,3.84,6.8,2.24,10.2,4.16,6.6,0.34
0.01333,10.2,3.84,6.8,2.24,10,4.16,6.6,0.34
0.01334,10.2,3.84,6.8,2.24,10,4.08,6.6,0.32
0.01335,10.2,3.84,7,2.24,10,4.08,6.6,0.32
0.01336,10.2,3.84,7,2.32,10,4.16,6.4,0.34
0.01337,10.2,3.84,7,2.32,10,4.16,6.4,0.32
0.01338,10.2,3.84,7,2.4,10,4.16,6.4,0.32
0.01339,10.2,3.92,7.2,2.4,10,4.08,6.2,0.3
0.0134,10.2,3.92,7.2,2.4,10,4.16,6.2,0.3
0.01341,10.2,3.92,7.2,2.4,10,4.16,6.2,0.3
0.01342,10.4,3.92,7.2,2.48,10,4.16,6,0.32
0.01343,10.4,3.92,7.2,2.48,10,4.16,6,0.3
0.01344,10.4,3.92,7.4,2.48,10,4.16,6,0.32
0.01345,10.4,3.92,7.4,2.48,10,4.16,5.8,0.3
0.01346,10.4,3.92,7.4,2.48,10,4.16,5.8,0.3
0.01347,10.4,3.92,7.4,2.56,10,4.16,5.8,0.3
0.01348,10.4,3.92,7.4,2.56,10,4.16,5.8,0.3
0.01349,10.4,3.92,7.6,2.56,10,4.16,5.6,0.32
0.0135,10.4,3.92,7.6,2.56,10,4.16,5.6,0.3
0.01351,10.4,3.92,7.6,2.56,10,4.16,5.4,0.3
0.01352,10.4,4,7.6,2.64,10,4.16,5.4,0.28
0.01353,10.4,4,7.6,2.64,10,4.16,5.4,0.3
0.01354,10.4,4,7.8,2.64,10,4.16,5.2,0.3
0.01355,10.4,4,7.8,2.64,10,4.16,5.2,0.3
0.01356,10.4,4,7.8,2.64,10,4.08,5.2,0.3
0.01357,10.4,4,7.8,2.72,10,4.16,5,0.28
0.01358,10.4,4,8,2.72,10,4.16,5,0.28
0.01359,10.6,4,8,2.72,10,4.16,5,0.3
0.0136,10.6,4,8,2.8,10,4.16,4.8,0.3
0.01361,10.6,4,8,2.8,10,4.16,4.8,0.28
0.01362,10.6,4,8,2.8,10,4.16,4.8,0.26
0.01363,10.6,4,8.2,2.8,10,4.16,4.6,0.26
0.01364,10.6,4,8.2,2.8,10,4.16,4.6,0.28
0.01365,10.6,4,8.2,2.88,10,4.16,4.6,0.26
0.01366,10.6,4,8.2,2.88,10,4.16,4.6,0.24
0.01367,10.6,4.08,8.2,2.88,10,4.16,4.6,0.22
0.01368,10.6,4.08,8.4,2.88,10,4.16,4.4,0.28
0.01369,10.6,4.08,8.4,2.96,10,4.16,4.4,0.28
0.0137,10.6,4,8.4,2.96,10,4.16,4.4,0.24
0.01371,10.6,4,8.4,2.96,10,4.16,4.2,0.24
0.01372,10.6,4.08,8.4,3.04,10,4.16,4.2,0.24
0.01373,10.6,4.08,8.6,3.04,10,4.08,4,0.26
0.01374,10.6,4.08,8.6,3.04,10,4.16,4,0.26
0.01375,10.6,4.08,8.6,3.04,10,4.16,4,0.24
0.01376,10.6,4.08,8.6,3.04,9.8,4.16,3.8,0.24
0.01377,10.6,4.08,8.6,3.12,9.8,4.08,3.8,0.22
0.01378,10.6,4.08,8.6,3.12,9.8,4.08,3.8,0.24
0.01379,10.6,4.08,8.8,3.12,9.8,4.16,3.6,0.24
0.0138,10.6,4.08,8.8,3.12,9.8,4.16,3.6,0.24
0.01381,10.6,4.08,8.8,3.2,9.8,4.16,3.6,0.22
0.01382,10.6,4.08,8.8,3.2,9.8,4.08,3.4,0.22
0.01383,10.6,4.08,8.8,3.2,9.8,4.16,3.4,0.24
0.01384,10.6,4.08,8.8,3.2,9.8,4.16,3.2,0.22
0.01385,10.6,4.08,8.8,3.28,9.8,4.16,3.2,0.22
0.01386,10.6,4.08,9,3.28,9.8,4.16,3.2,0.2
0.01387,10.6,4.08,9,3.28,9.8,4.16,3,0.18
0.01388,10.6,4.08,9,3.28,9.8,4.16,3,0.2
0.01389,10.6,4.08,9,3.36,9.8,4.16,3,0.2
0.0139,10.6,4.08,9,3.36,9.8,4.16,2.8,0.18
0.01391,10.6,4.08,9.2,3.36,9.8,4.16,2.8,0.14
0.01392,10.4,4.08,9.2,3.44,9.8,4.16,2.8,0.14
0.01393,10.4,4.08,9.2,3.44,9.8,4.16,2.6,0.2
0.01394,10.4,4.08,9.2,3.44,9.8,4.16,2.6,0.2
0.01395,10.4,4.08,9.2,3.44,9.8,4.16,2.6,0.16
