0,2
0,2
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,2
0,2
3.222E-002,2
3.222E-002,2
6.444E-002,2
9.666E-002,2
9.666E-002,2
0.12888,2
0.1611,2
0.19332,2
0.19332,2
0.22554,2
0.25776,2
0.28998,2
0.3222,2
0.3222,2
0.35442,2
0.38664,2
0.41886,2
0.45108,2
0.4833,1
0.51552,1
0.54774,1
0.54774,1
0.57996,1
0.61218,1
0.6444,1
0.67662,1
0.70884,1
0.74106,1
0.74106,1
0.77328,1
0.8055,1
0.83772,1
0.86994,1
0.90216,1
0.93438,1
0.9666,1
0.99882,1
0.99882,1
1.03104,1
1.06326,1
1.09548,1
1.1277,1
1.15992,1
1.19214,1
1.22436,1
1.22436,1
1.25658,1
1.2888,1
1.32102,1
1.35324,1
1.38546,0
1.41768,1
1.4499,1
1.48212,1
1.51434,0
1.51434,1
1.54656,5
1.57878,8
1.611,10
1.64322,11
1.67544,11
1.70766,11
1.73988,10
1.7721,10
1.7721,9
1.80432,9
1.83654,8
1.86876,8
1.90098,8
1.9332,7
1.96542,7
1.99764,7
2.02986,7
2.02986,7
2.06208,8
2.0943,8
2.12652,9
2.15874,10
2.19096,11
2.22318,11
2.2554,12
2.28762,14
2.28762,16
2.31984,19
2.35206,22
2.38428,24
2.4165,25
2.44872,27
2.48094,27
2.51316,27
2.54538,27
2.5776,28
2.5776,28
2.60982,29
2.64204,30
2.67426,31
2.70648,32
2.7387,32
2.77092,33
2.80314,34
2.83536,35
2.83536,36
2.86758,37
2.8998,38
2.93202,39
2.96424,40
2.99646,40
3.02868,41
3.0609,42
3.09312,43
3.09312,44
3.12534,45
3.15756,46
3.18978,46
3.25422,47
3.28644,48
3.31866,49
3.35088,49
3.35088,50
3.3831,51
3.41532,52
3.44754,52
3.47976,53
3.51198,54
3.5442,55
3.57642,56
3.60864,57
3.60864,57
3.64086,58
3.67308,59
3.7053,60
3.73752,61
3.76974,61
3.80196,62
3.83418,63
3.8664,64
3.8664,65
3.89862,66
3.93084,67
3.96306,68
3.99528,69
4.0275,70
4.05972,71
4.09194,72
4.12416,72
4.12416,73
4.15638,74
4.1886,76
4.22082,77
4.25304,78
4.28526,79
4.31748,80
4.3497,81
4.3497,82
4.38192,83
4.41414,85
4.44636,86
4.47858,87
4.5108,88
4.54302,89
4.57524,91
4.60746,92
4.60746,93
4.63968,95
4.6719,96
4.70412,97
4.73634,99
4.76856,101
4.80078,102
4.833,104
4.833,105
4.86522,106
4.89744,107
4.92966,108
4.96188,109
4.9941,111
5.02632,112
5.05854,113
5.09076,115
5.09076,116
5.12298,117
5.1552,119
5.18742,120
5.21964,122
5.25186,123
5.28408,124
5.3163,126
5.3163,127
5.34852,129
5.38074,130
5.41296,132
5.44518,133
5.4774,135
5.50962,136
5.54184,138
5.54184,139
5.57406,141
5.60628,142
5.6385,143
5.67072,145
5.70294,146
5.73516,148
5.76738,149
5.76738,150
5.7996,152
5.83182,153
5.86404,155
5.89626,156
5.92848,158
5.9607,159
5.99292,161
5.99292,162
6.02514,164
6.05736,165
6.08958,167
6.1218,168
6.15402,170
6.18624,171
6.21846,173
6.21846,174
6.25068,176
6.2829,177
6.31512,179
6.34734,181
6.37956,182
6.41178,184
6.444,185
6.444,187
6.50844,189
6.54066,190
6.57288,192
6.6051,194
6.63732,195
6.63732,197
6.66954,199
6.70176,200
6.73398,203
6.7662,204
6.79842,206
6.83064,207
6.86286,209
6.86286,211
6.89508,212
6.9273,214
6.95952,215
6.99174,217
7.02396,218
7.05618,220
7.0884,221
7.0884,222
7.12062,224
7.15284,225
7.18506,226
7.21728,227
7.2495,228
